,Cestovni,Željeznički,Riječni,Pomorski,Zračni,UKUPNO
2018-09-25,106327,371,213,3918,18199,129028
2018-09-26,111446,607,231,5783,22605,140672
2018-09-27,125885,506,149,8040,18860,153440
2018-09-28,142495,415,163,13359,13778,170210
2018-09-29,174151,638,0,7548,29335,211672
2018-09-30,179537,460,357,9294,22941,212589
2018-10-01,114289,345,311,4024,12513,131482
2018-10-02,81166,460,0,3059,14131,98816
2018-10-03,97533,311,79,4751,15089,117763
2018-10-04,100918,436,283,7332,14948,123917
2018-10-05,129464,361,270,8376,9549,148020
2018-10-06,132829,354,207,9690,24827,167907
2018-10-07,148385,527,132,2718,21119,172881
2018-10-08,93319,412,274,1743,10742,106490
2018-10-09,87442,383,158,2684,11447,102114
2018-10-10,102332,240,551,4222,9402,116747
2018-10-11,92783,289,277,4349,12245,109943
2018-10-12,108638,596,162,8426,8785,126607
2018-10-13,125318,337,101,8848,21589,156193
2018-10-14,164742,319,349,2799,16720,184929
2018-10-15,90846,345,198,3336,8369,103094
2018-10-16,59793,394,0,6989,8693,75869
2018-10-17,82609,284,61,5156,8991,97101
2018-10-18,85115,280,11,7014,11101,103521
2018-10-19,108313,330,292,7453,7658,124046
2018-10-20,115968,436,0,9112,16937,142453
2018-10-21,128687,484,0,578,14344,144093
2018-10-22,91243,228,0,2939,6976,101386
2018-10-23,85182,383,0,4736,9083,99384
2018-10-24,78679,365,305,4646,8308,92303
2018-10-25,91300,216,128,7252,12035,110931
2018-10-26,110017,291,0,6249,7191,123748
2018-10-27,115130,454,0,5159,16903,137646
2018-10-28,131924,302,156,363,7642,140387
2018-10-29,83948,228,0,1238,4073,89487
2018-10-30,96260,257,0,4740,3880,105137
2018-10-31,111791,579,0,7410,4467,124247
2018-11-01,93593,439,0,3482,3304,100818
2018-11-02,88658,384,0,4855,3030,96927
2018-11-03,118261,476,0,3881,5772,128390
2018-11-04,182428,616,0,2339,5117,190500
2018-11-05,94756,431,0,600,2742,98529
2018-11-06,63417,169,0,3,2524,66113
2018-11-07,66601,192,184,1395,2725,71097
2018-11-08,71343,183,0,9,2335,73870
2018-11-09,87953,227,0,2476,2897,93553
2018-11-10,84428,269,0,3095,2492,90284
2018-11-11,98340,265,185,2295,2220,103305
2018-11-12,72336,238,0,36,2248,74858
2018-11-13,61923,172,0,2046,2085,66226
2018-11-14,66611,184,0,190,2102,69087
2018-11-15,71388,277,0,9,2149,73823
2018-11-16,90438,202,0,3452,2597,96689
2018-11-17,87553,311,0,6283,2054,96201
2018-11-18,101281,47,0,1162,2417,104907
2018-11-19,68871,178,0,2886,2155,74090
2018-11-20,56804,154,0,679,2048,59685
2018-11-21,58254,261,189,183,1991,60878
2018-11-22,70449,210,0,13,2171,72843
2018-11-23,83625,123,0,2430,2030,88208
2018-11-24,81031,231,0,2490,2162,85914
2018-11-25,92037,354,0,2972,2250,97613
2018-11-26,72666,225,0,51,1902,74844
2018-11-27,56739,95,0,40,1642,58516
2018-11-28,60121,185,0,63,1889,62258
2018-11-29,63716,215,0,0,1815,65746
2018-11-30,82279,292,0,2278,2120,86969
2018-12-01,78642,809,0,64,1697,81212
2018-12-02,90416,207,0,2204,1874,94701
2018-12-03,67360,173,0,18,1954,69505
2018-12-04,62201,233,0,57,1812,64303
2018-12-05,60730,226,0,133,1925,63014
2018-12-06,63311,292,0,0,1788,65391
2018-12-07,77202,287,0,2403,2082,81974
2018-12-08,90796,1152,0,0,1891,93839
2018-12-09,97230,313,0,261,2585,100389
2018-12-10,65339,351,0,4,2252,67946
2018-12-11,58274,347,0,0,1861,60482
2018-12-12,66787,284,0,117,1996,69184
2018-12-13,67215,239,0,0,1905,69359
2018-12-14,68622,446,0,2252,2402,73722
2018-12-15,83077,1334,0,1,1881,86293
2018-12-16,101040,1765,0,67,2127,104999
2018-12-17,69407,248,0,78,1792,71525
2018-12-18,67333,286,0,9,1469,69097
2018-12-19,79205,263,0,126,1825,81419
2018-12-20,104881,302,0,0,1720,106903
2018-12-21,141512,344,0,2552,1903,146311
2018-12-22,192667,1699,0,5,1537,195908
2018-12-23,155220,1715,0,48,1754,158737
2018-12-24,79066,497,0,134,1186,80883
2018-12-25,66636,249,0,0,546,67431
2018-12-26,105900,1301,0,82,1402,108685
2018-12-27,105451,455,0,2,1614,107522
2018-12-28,115795,1072,0,2689,1695,121251
2018-12-29,128044,1449,0,12,1626,131131
2018-12-30,130748,1319,0,131,2209,134407
2018-12-31,67847,491,0,45,1457,69840
2019-01-01,67493,84,0,48,2290,69915
2019-01-02,165823,734,0,482,2998,170037
2019-01-03,144828,669,0,34,2147,147678
2019-01-04,150684,506,0,2581,2570,156341
2019-01-05,246958,449,0,0,2270,249677
2019-01-06,150206,479,0,185,1940,152810
2019-01-07,99729,314,0,40,1919,102002
2019-01-08,94268,395,5,2,1488,96158
2019-01-09,79014,245,0,104,1647,81010
2019-01-10,68955,236,0,1,1489,70681
2019-01-11,78833,313,0,0,1622,80768
2019-01-12,95938,367,0,3,1375,97683
2019-01-13,83185,314,0,48,1513,85060
2019-01-14,66334,209,0,0,1378,67921
2019-01-15,61313,184,0,3,1286,62786
2019-01-16,60852,360,0,58,1499,62769
2019-01-17,63642,144,0,0,1476,65262
2019-01-18,81961,289,0,0,1883,84133
2019-01-19,72224,176,0,0,1157,73557
2019-01-20,77624,199,0,66,1447,79336
2019-01-21,60394,212,0,0,1457,62063
2019-01-22,70412,167,80,5035,9892,85586
2019-01-23,48854,133,0,63,1714,50764
2019-01-24,55938,40,0,9,1720,57707
2019-01-25,66347,166,0,63,1824,68400
2019-01-26,68984,144,0,8,1480,70616
2019-01-27,69890,187,0,109,1606,71792
2019-01-28,55707,160,0,42,1383,57292
2019-01-29,50781,140,0,35,1229,52185
2019-01-30,52936,171,0,41,1620,54768
2019-01-31,57184,179,0,8,1640,59011
2019-02-01,71646,214,0,46,1633,73539
2019-02-02,66650,159,0,3,1404,68216
2019-02-03,82590,195,0,57,1887,84729
2019-02-04,56588,171,0,50,1332,58141
2019-02-05,52273,229,0,36,1435,53973
2019-02-06,60934,174,0,105,1544,62757
2019-02-07,71421,215,0,1,1921,73558
2019-02-08,79602,229,0,0,1974,81805
2019-02-09,93869,189,0,16,1650,95724
2019-02-10,100630,254,0,723,2093,103700
2019-02-11,62264,204,0,81,1693,64242
2019-02-12,57028,167,0,6,1347,58548
2019-02-13,57498,134,0,62,1746,59440
2019-02-14,69055,209,0,48,1880,71192
2019-02-15,82144,202,0,134,1979,84459
2019-02-16,88887,220,0,57,1802,90966
2019-02-17,103475,241,0,67,2046,105829
2019-02-18,72743,242,0,94,1807,74886
2019-02-19,55709,225,0,60,1656,57650
2019-02-20,63829,194,0,76,2001,66100
2019-02-21,66806,196,0,48,2200,69250
2019-02-22,79053,191,0,144,1693,81081
2019-02-23,81008,165,0,3,2175,83351
2019-02-24,89415,237,0,98,2253,92003
2019-02-25,66449,190,0,50,1908,68597
2019-02-26,59710,171,0,2,1647,61530
2019-02-27,62656,223,0,92,2088,65059
2019-02-28,73905,220,0,2,2145,76272
2019-03-01,93121,221,0,195,2168,95705
2019-03-02,92199,270,0,11,1933,94413
2019-03-03,109580,268,0,81,2207,112136
2019-03-04,74389,231,0,1,1676,76297
2019-03-05,62040,257,0,4,2100,64401
2019-03-06,65471,176,0,123,1943,67713
2019-03-07,69110,211,0,4304,2264,75889
2019-03-08,88493,452,0,169,2687,91801
2019-03-09,88356,224,0,3404,2254,94238
2019-03-10,109180,274,0,104,2745,112303
2019-03-11,68751,173,123,20,2412,71479
2019-03-12,61489,195,0,39,2068,63791
2019-03-13,61091,158,0,87,2447,63783
2019-03-14,68665,141,0,60,2682,71548
2019-03-15,90497,227,151,188,2715,93778
2019-03-16,84518,258,0,2,2334,87112
2019-03-17,110617,391,142,73,2528,113751
2019-03-18,72805,188,4,0,2130,75127
2019-03-19,66190,171,0,36,2085,68482
2019-03-20,64361,173,179,145,2571,67429
2019-03-21,71899,197,0,9,2846,74951
2019-03-22,90418,221,0,167,2861,93667
2019-03-23,89406,272,0,6,2508,92192
2019-03-24,122573,296,137,1079,3105,127190
2019-03-25,70745,187,0,15,2468,73415
2019-03-26,61766,178,174,2147,2243,66508
2019-03-27,63795,221,0,316,2474,66806
2019-03-28,71533,169,0,105,2971,74778
2019-03-29,91368,353,366,3563,3181,98831
2019-03-30,89780,263,174,2531,2541,95289
2019-03-31,124451,349,0,2052,4440,131292
2019-04-01,78506,259,151,20,2564,81500
2019-04-02,64277,201,170,317,2968,67933
2019-04-03,71590,160,247,4073,3379,79449
2019-04-04,74133,135,168,2424,4580,81440
2019-04-05,94441,260,298,12,4349,99360
2019-04-06,94125,265,136,4558,6271,105355
2019-04-07,122647,207,138,2229,7158,132379
2019-04-08,77110,244,184,27,5406,82971
2019-04-09,66389,310,467,4632,5035,76833
2019-04-10,74574,189,0,1814,5388,81965
2019-04-11,82825,228,31,3822,6088,92994
2019-04-12,104140,345,481,2838,6443,114247
2019-04-13,139227,270,346,2718,10118,152679
2019-04-14,129930,315,36,239,8661,139181
2019-04-15,86952,260,123,2757,6302,96394
2019-04-16,86659,213,0,3199,6166,96237
2019-04-17,101110,276,0,170,6603,108159
2019-04-18,134855,282,147,1684,7576,144544
2019-04-19,182590,369,310,5203,6406,194878
2019-04-20,138967,390,0,5436,13963,158756
2019-04-21,143737,397,309,3887,12695,161025
2019-04-22,268978,481,614,5264,9990,285327
2019-04-23,138545,370,130,519,9886,149450
2019-04-24,100178,277,285,1083,8477,110300
2019-04-25,111452,513,167,7788,9321,129241
2019-04-26,151205,430,280,5055,7463,164433
2019-04-27,177895,363,432,6400,16154,201244
2019-04-28,163326,400,0,6701,14243,184670
2019-04-29,121660,532,283,3989,9302,135766
2019-04-30,141100,292,0,4796,9491,155679
2019-05-01,146214,364,172,3803,9137,159690
2019-05-02,139684,258,160,7917,10486,158505
2019-05-03,202258,385,286,7864,7431,218224
2019-05-04,228820,416,465,3056,18652,251409
2019-05-05,213267,538,20,4010,16318,234153
2019-05-06,98965,290,185,3254,9583,112277
2019-05-07,85864,249,140,1691,10933,98877
2019-05-08,84921,366,551,4080,10082,100000
2019-05-09,88837,373,479,5254,12512,107455
2019-05-10,101685,224,178,8828,8444,119359
2019-05-11,114845,386,309,6483,19719,141742
2019-05-12,127132,392,206,5044,17007,149781
2019-05-13,89392,340,0,232,9191,99155
2019-05-14,73415,244,266,6233,11401,91559
2019-05-15,78446,292,321,2740,9453,91252
2019-05-16,81252,227,344,10455,11077,103355
2019-05-17,111481,591,655,8442,7683,128852
2019-05-18,114671,301,449,4311,21023,140755
2019-05-19,132141,710,294,9142,17278,159565
2019-05-20,90226,265,315,6427,9940,107173
2019-05-21,81372,286,156,5605,11979,99398
2019-05-22,86061,266,137,6983,10512,103959
2019-05-23,86040,390,131,12938,13141,112640
2019-05-24,109933,306,860,6236,8921,126256
2019-05-25,121707,324,370,7728,22775,152904
2019-05-26,149534,343,184,6997,17982,175040
2019-05-27,97970,425,457,2350,12111,113313
2019-05-28,86585,194,236,4166,14564,105745
2019-05-29,93750,271,163,1537,12236,107957
2019-05-30,116536,275,437,8414,15002,140664
2019-05-31,118417,272,909,6526,11384,137508
2019-06-01,152946,540,480,5157,28197,187320
2019-06-02,233831,454,516,5706,22245,262752
2019-06-03,131865,251,653,2871,13878,149518
2019-06-04,96570,281,0,1848,15069,113768
2019-06-05,110203,281,251,503,13288,124526
2019-06-06,118516,287,292,10328,14557,143980
2019-06-07,144197,406,183,13996,12417,171199
2019-06-08,166098,278,140,5927,28350,200793
2019-06-09,210316,926,225,5843,21661,238971
2019-06-10,216344,539,318,5413,14787,237401
2019-06-11,126210,314,0,7526,17100,151150
2019-06-12,118289,281,153,3127,16598,138448
2019-06-13,127632,510,301,11916,17334,157693
2019-06-14,155948,369,192,8434,14639,179582
2019-06-15,208163,591,114,5926,30907,245701
2019-06-16,249557,469,256,8543,23269,282094
2019-06-17,154322,557,251,3613,15170,173913
2019-06-18,129632,373,147,1228,17072,148452
2019-06-19,151341,409,335,2370,16458,170913
2019-06-20,188404,481,162,7104,18121,214272
2019-06-21,215286,713,398,11632,14311,242340
2019-06-22,267603,668,309,9803,32337,310720
2019-06-23,317717,715,74,5069,24869,348444
2019-06-24,186617,506,487,2826,17582,208018
2019-06-25,188797,753,240,6729,19137,215656
2019-06-26,163306,615,380,7229,17854,189384
2019-06-27,161529,714,564,10308,21203,194318
2019-06-28,204853,576,180,12643,17675,235927
2019-06-29,271747,855,322,11678,34687,319289
2019-06-30,314432,846,0,10072,27696,353046
2019-07-01,193791,624,493,7306,19072,221286
2019-07-02,155514,579,113,8052,20196,184454
2019-07-03,168028,561,160,1257,19988,189994
2019-07-04,188704,711,293,9054,21322,220084
2019-07-05,222844,644,184,13478,18553,255703
2019-07-06,313687,702,321,9872,35501,360083
2019-07-07,322615,734,0,4792,27839,355980
2019-07-08,219850,872,722,4058,21098,246600
2019-07-09,174969,625,426,8761,21687,206468
2019-07-10,192588,540,111,2478,22863,218580
2019-07-11,179696,966,562,10849,24080,216153
2019-07-12,270876,974,404,11420,20583,304257
2019-07-13,351865,824,298,5948,37017,395952
2019-07-14,356881,1339,0,8382,29058,395660
2019-07-15,236921,1544,180,4488,23336,266469
2019-07-16,187072,771,370,3569,25077,216859
2019-07-17,197434,1000,0,4129,25504,228067
2019-07-18,229580,1263,183,5869,27593,264488
2019-07-19,284260,1336,610,11063,22013,319282
2019-07-20,381988,1081,370,12424,38102,433965
2019-07-21,387525,971,90,7155,29823,425564
2019-07-22,265745,1308,175,1990,23175,292393
2019-07-23,202900,825,0,7384,24060,235169
2019-07-24,222435,815,138,7102,25914,256404
2019-07-25,251217,915,161,11440,26698,290431
2019-07-26,342915,1180,629,8072,22020,374816
2019-07-27,402089,917,261,6273,36412,445952
2019-07-28,419412,1664,124,8391,31118,460709
2019-07-29,253199,908,142,9576,25443,289268
2019-07-30,221795,1067,0,4827,27160,254849
2019-07-31,237862,1055,103,4993,27737,271750
2019-08-01,266702,906,70,9127,28155,304960
2019-08-02,357375,956,304,15202,22839,396676
2019-08-03,406815,1145,0,5781,39995,453736
2019-08-04,369254,1668,0,13672,30926,415520
2019-08-05,286918,1124,451,4280,23251,316024
2019-08-06,173600,1055,0,7138,26049,207842
2019-08-07,249593,2454,144,4444,25876,282511
2019-08-08,280345,1012,165,16240,28687,326449
2019-08-09,335092,1162,677,10049,22397,369377
2019-08-10,450580,1415,0,13118,40261,505374
2019-08-11,397022,1194,217,12073,29670,440176
2019-08-12,286868,1522,333,5687,22646,317056
2019-08-13,235904,1307,277,5882,26195,269565
2019-08-14,274195,969,514,4467,26216,306361
2019-08-15,303365,903,157,11130,27301,342856
2019-08-16,360450,1427,184,12534,21173,395768
2019-08-17,444804,1298,250,17832,40535,504719
2019-08-18,527753,1183,0,9499,29912,568347
2019-08-19,292060,1010,295,6008,22463,321836
2019-08-20,226253,1071,122,6537,22189,256172
2019-08-21,248859,917,379,4504,24880,279539
2019-08-22,280525,692,317,13485,26139,321158
2019-08-23,341847,855,466,8435,21310,372913
2019-08-24,364194,1602,563,12718,24571,403648
2019-08-25,420973,1379,161,14247,30189,466949
2019-08-26,255759,732,477,6970,22904,286842
2019-08-27,218395,663,85,5639,25764,250546
2019-08-28,219877,863,156,4554,24939,250389
2019-08-29,239024,572,568,11569,25893,277626
2019-08-30,317648,825,179,8930,21306,348888
2019-08-31,362389,848,48,9166,39072,411523
2019-09-01,319819,1393,134,7824,28309,357479
2019-09-02,191904,587,273,3429,16545,212738
2019-09-03,165159,426,494,7319,19756,193154
2019-09-04,162870,790,311,4636,19246,187853
2019-09-05,178463,586,339,9669,20692,209749
2019-09-06,247379,575,787,9921,16262,274924
2019-09-07,247934,1027,205,7033,34647,290846
2019-09-08,252394,857,447,9733,26280,289711
2019-09-09,150625,470,533,2747,16221,170596
2019-09-10,128322,472,155,5849,18685,153483
2019-09-11,127460,514,272,6847,19047,154140
2019-09-12,135055,461,480,8885,22013,166894
2019-09-13,168170,528,411,12106,16236,197451
2019-09-14,199772,736,583,11557,34952,247600
2019-09-15,263672,517,297,5601,27147,297234
2019-09-16,156882,1050,183,1166,15546,174827
2019-09-17,133678,649,268,4186,18869,157650
2019-09-18,127751,364,261,1417,18751,148544
2019-09-19,135494,1045,369,7332,21207,165447
2019-09-20,169261,393,336,6853,15755,192598
2019-09-21,196693,524,461,7563,35192,240433
2019-09-22,232603,469,238,8779,25579,267668
2019-09-23,115587,416,184,1782,15185,133154
2019-09-24,100491,325,257,7391,18380,126844
2019-09-25,109306,369,281,7117,17619,134692
2019-09-26,118065,360,504,11784,20771,151484
2019-09-27,123966,385,301,5633,12490,142775
2019-09-28,157343,560,405,7915,32561,198784
2019-09-29,189045,501,162,8176,25257,223141
2019-09-30,116065,353,338,3898,14100,134754
2019-10-01,94987,253,174,4451,15778,115643
2019-10-02,90853,430,79,344,14872,106578
2019-10-03,107303,352,341,7751,17167,132914
2019-10-04,124442,407,761,11438,11671,148719
2019-10-05,146029,681,334,9230,28959,185233
2019-10-06,174790,416,307,7186,22506,205205
2019-10-07,103886,391,194,2667,12752,119890
2019-10-08,94276,423,440,6178,14497,115814
2019-10-09,82314,293,124,4150,11728,98609
2019-10-10,99573,333,329,7230,14809,122274
2019-10-11,123282,414,600,7220,10374,141890
2019-10-12,125867,501,108,13773,24682,164931
2019-10-13,165108,567,390,10473,19442,195980
2019-10-14,98044,321,475,3483,10789,113112
2019-10-15,82029,359,0,4505,12064,98957
2019-10-16,86450,421,170,1155,10911,99107
2019-10-17,94480,316,320,6301,13769,115186
2019-10-18,111336,551,335,6760,9162,128144
2019-10-19,118627,544,160,9646,22087,151064
2019-10-20,149364,489,0,9519,17063,176435
2019-10-21,92237,286,204,6911,10068,109706
2019-10-22,79690,372,95,454,11894,92505
2019-10-23,80019,498,0,5680,10354,96551
2019-10-24,93551,290,290,4702,14109,112942
2019-10-25,123215,448,176,8107,14286,146232
2019-10-26,131710,427,0,6055,20036,158228
2019-10-27,149657,540,98,9748,9321,169364
2019-10-28,98464,357,489,5449,4634,109393
2019-10-29,89299,240,0,2653,4934,97126
2019-10-30,106224,283,132,6274,4904,117817
2019-10-31,130146,439,152,2489,5058,138284
2019-11-01,111994,315,170,805,3590,116874
2019-11-02,122110,647,0,2788,7026,132571
2019-11-03,186949,435,0,4872,6483,198739
2019-11-04,101655,360,176,6991,3111,112293
2019-11-05,73727,349,149,4674,3314,82213
2019-11-06,70340,469,0,999,3006,74814
2019-11-07,71639,236,143,4190,3100,79308
2019-11-08,87427,379,181,1906,2932,92825
2019-11-09,86353,225,0,3745,2595,92918
2019-11-10,106866,511,0,2106,2887,112370
2019-11-11,72431,432,172,2262,2633,77930
2019-11-12,61343,213,0,4523,2519,68598
2019-11-13,67326,249,2,32,2338,69947
2019-11-14,72286,315,0,2074,2551,77226
2019-11-15,89083,295,142,1955,2615,94090
2019-11-16,83368,362,0,2668,2476,88874
2019-11-17,101193,324,0,299,2757,104573
2019-11-18,73013,197,186,45,2486,75927
2019-11-19,59203,152,0,702,2344,62401
2019-11-20,67323,214,0,1953,2241,71731
2019-11-21,77330,289,0,1988,3378,82985
2019-11-22,89689,211,0,1935,2943,94778
2019-11-23,93098,255,0,2501,2155,98009
2019-11-24,101984,294,0,243,2549,105070
2019-11-25,82987,214,0,674,2243,86118
2019-11-26,64168,208,0,1,2135,66512
2019-11-27,62911,170,0,64,2064,65209
2019-11-28,71020,206,0,4,2515,73745
2019-11-29,94545,186,0,9,2618,97358
2019-11-30,81827,584,0,2893,1917,87221
2019-12-01,102158,322,0,132,2584,105196
2019-12-02,66515,221,0,2,2127,68865
2019-12-03,62275,234,0,62,2171,64742
2019-12-04,62992,195,0,172,1860,65219
2019-12-05,66942,198,0,896,2282,70318
2019-12-06,82386,295,0,0,2356,85037
2019-12-07,86187,979,0,60,2308,89534
2019-12-08,102250,454,0,513,2939,106156
2019-12-09,67922,290,0,10,2549,70771
2019-12-10,58091,463,0,2,1888,60444
2019-12-11,69668,262,0,170,1994,72094
2019-12-12,68657,213,0,2,2661,71533
2019-12-13,80013,310,0,0,2324,82647
2019-12-14,97924,2929,0,2,2032,102887
2019-12-15,112153,712,0,136,2605,115606
2019-12-16,75866,271,0,12,2037,78186
2019-12-17,74622,364,0,2108,1836,78930
2019-12-18,85106,516,0,103,1868,87593
2019-12-19,112709,309,0,3,1864,114885
2019-12-20,148132,309,0,2,1836,150279
2019-12-21,210583,1327,0,2629,1684,216223
2019-12-22,163782,528,0,109,1895,166314
2019-12-23,121613,399,0,46,1268,123326
2019-12-24,99793,228,0,4,1125,101150
2019-12-25,78039,510,0,3,685,79237
2019-12-26,101550,1883,0,2295,1626,107354
2019-12-27,118072,1643,0,18,1653,121386
2019-12-28,134789,1400,0,2737,1567,140493
2019-12-29,128530,1164,0,92,2065,131851
2019-12-30,118776,1401,0,69,1885,122131
2019-12-31,71730,330,0,96,1698,73854
2020-01-01,86446,40,0,26,1894,88406
2020-01-02,138233,1970,0,531,2854,143588
2020-01-03,179087,702,140,22,2677,182628
2020-01-04,189642,707,0,2697,2311,195357
2020-01-05,215582,560,0,245,2221,218608
2020-01-06,119859,382,0,20,1729,121990
2020-01-07,86114,294,0,0,1610,88018
2020-01-08,97122,278,0,131,1600,99131
2020-01-09,77269,287,0,0,1656,79212
2020-01-10,85278,261,0,1,1762,87302
2020-01-11,102015,290,0,0,1314,103619
2020-01-12,124548,297,0,82,1624,126551
2020-01-13,69176,183,0,16,1433,70808
2020-01-14,61880,192,0,5,1155,63232
2020-01-15,64104,160,0,57,1524,65845
2020-01-16,69277,166,0,19,1386,70848
2020-01-17,77923,226,0,16,1560,79725
2020-01-18,79493,207,0,16,1068,80784
2020-01-19,80528,214,0,31,1727,82500
2020-01-20,67388,171,0,13,1365,68937
2020-01-21,59160,166,0,12,1068,60406
2020-01-22,61446,191,0,58,1496,63191
2020-01-23,62486,167,0,0,1403,64056
2020-01-24,75687,206,0,27,1976,77896
2020-01-25,73027,176,0,8,1367,74578
2020-01-26,77716,247,0,54,1540,79557
2020-01-27,59818,277,5,0,1223,61323
2020-01-28,54238,166,0,127,1068,55599
2020-01-29,57279,127,0,62,1307,58775
2020-01-30,61044,188,0,2,1602,62836
2020-01-31,78882,223,0,3,141,79249
2020-02-01,77282,174,0,460,1322,79238
2020-02-02,83851,181,0,94,1700,85826
2020-02-03,62435,254,0,9,1043,63741
2020-02-04,53772,220,0,14,1281,55287
2020-02-05,58134,136,0,97,1387,59754
2020-02-06,60386,174,0,47,1604,62211
2020-02-07,76704,214,0,21,160,77099
2020-02-08,82169,228,0,57,1220,83674
2020-02-09,101420,254,0,67,1435,103176
2020-02-10,64384,263,0,0,1580,66227
2020-02-11,58086,212,0,10,1711,60019
2020-02-12,63348,184,0,118,1661,65311
2020-02-13,67361,209,0,0,1878,69448
2020-02-14,90658,211,0,7,1955,92831
2020-02-15,87837,299,0,18,1801,89955
2020-02-16,106031,274,0,130,2019,108454
2020-02-17,78561,298,0,0,1753,80612
2020-02-18,64757,187,12,48,1569,66573
2020-02-19,65036,214,0,71,1730,67051
2020-02-20,66604,162,0,34,1960,68760
2020-02-21,90364,253,0,2,2484,93103
2020-02-22,90104,234,0,5,1983,92326
2020-02-23,99024,295,0,54,2393,101766
2020-02-24,74861,274,0,58,1974,77167
2020-02-25,61346,145,0,6,1841,63338
2020-02-26,55772,158,0,85,1942,57957
2020-02-27,65243,128,0,86,2118,67575
2020-02-28,82930,306,0,3,2113,85352
2020-02-29,72873,164,0,11,1926,74974
2020-03-01,87611,280,0,95,2421,90407
2020-03-02,64843,150,0,22,1701,66716
2020-03-03,49295,39,0,0,1590,50924
2020-03-04,53679,162,0,85,1714,55640
2020-03-05,57067,134,0,0,2046,59247
2020-03-06,75244,150,0,2,2018,77414
2020-03-07,65195,179,0,0,1402,66776
2020-03-08,87897,171,0,71,2082,90221
2020-03-09,62032,130,130,60,1566,63918
2020-03-10,51499,106,0,1,1364,52970
2020-03-11,52289,199,0,2,1299,53789
2020-03-12,50316,110,0,77,1610,52113
2020-03-13,49547,111,0,0,1644,51302
2020-03-14,31765,173,0,0,1627,33565
2020-03-15,29176,48,0,6,1800,31030
2020-03-16,16098,2,0,70,1202,17372
2020-03-17,14155,0,0,0,691,14846
2020-03-18,13528,0,0,0,626,14154
2020-03-19,9849,0,0,0,438,10287
2020-03-20,9003,0,0,28,346,9377
2020-03-21,5350,0,0,13,326,5689
2020-03-22,4241,0,0,1,372,4614
2020-03-23,7282,0,0,0,224,7506
2020-03-24,6608,0,0,22,225,6855
2020-03-25,5972,0,0,13,153,6138
2020-03-26,6776,0,0,0,102,6878
2020-03-27,6749,0,0,0,334,7083
2020-03-28,4268,0,0,16,227,4511
2020-03-29,2731,0,0,20,33,2784
2020-03-30,6731,0,0,8,56,6795
2020-03-31,6562,0,0,0,35,6597
2020-04-01,6964,0,0,0,32,6996
2020-04-02,6524,0,0,6,9,6539
2020-04-03,6810,0,0,0,58,6868
2020-04-04,4180,0,0,0,42,4222
2020-04-05,2604,0,0,8,10,2622
2020-04-06,6533,0,0,0,46,6579
2020-04-07,6026,0,0,0,21,6047
2020-04-08,6620,0,0,0,7,6627
2020-04-09,6545,0,0,25,19,6589
2020-04-10,5639,0,0,45,17,5701
2020-04-11,2655,0,0,0,12,2667
2020-04-12,1374,0,0,0,13,1387
2020-04-13,3471,0,0,76,6,3553
2020-04-14,6426,0,0,0,1,6427
2020-04-15,6789,0,0,0,11,6800
2020-04-16,6421,0,0,0,12,6433
2020-04-17,6465,0,0,29,10,6504
2020-04-18,3555,0,0,0,11,3566
2020-04-19,2547,0,0,0,13,2560
2020-04-20,5885,0,0,0,17,5902
2020-04-21,7346,0,0,30,33,7409
2020-04-22,6862,0,0,0,9,6871
2020-04-23,7253,0,0,0,12,7265
2020-04-24,7162,0,0,0,9,7171
2020-04-25,4394,0,0,18,13,4425
2020-04-26,3474,0,0,2,12,3488
2020-04-27,6917,0,0,0,14,6931
2020-04-28,7275,0,0,2,71,7348
2020-04-29,8637,0,0,50,13,8700
2020-04-30,7766,0,0,0,16,7782
2020-05-01,3599,0,0,0,64,3663
2020-05-02,3335,0,0,0,13,3348
2020-05-03,5135,0,0,20,9,5164
2020-05-04,9689,0,0,0,22,9711
2020-05-05,8138,0,0,0,19,8157
2020-05-06,8536,0,0,66,19,8621
2020-05-07,8590,0,0,65,30,8685
2020-05-08,9070,0,0,43,32,9145
2020-05-09,5796,0,0,8,19,5823
2020-05-10,4892,0,0,20,20,4932
2020-05-11,9442,0,0,0,33,9475
2020-05-12,10157,0,0,0,31,10188
2020-05-13,11058,0,0,4,15,11077
2020-05-14,10993,0,0,40,23,11056
2020-05-15,13390,0,0,4,26,13420
2020-05-16,10702,0,0,0,22,10724
2020-05-17,15522,0,0,3,30,15555
2020-05-18,17455,0,0,15,30,17500
2020-05-19,14814,0,0,3,21,14838
2020-05-20,17875,0,0,42,321,18238
2020-05-21,28320,0,0,3,204,28527
2020-05-22,36386,0,0,2,192,36580
2020-05-23,24216,0,0,6,218,24440
2020-05-24,36579,0,0,4,95,36678
2020-05-25,33059,0,0,27,95,33181
2020-05-26,25344,0,0,0,272,25616
2020-05-27,24688,0,0,16,279,24983
2020-05-28,28369,0,0,12,235,28616
2020-05-29,38004,0,0,23,131,38158
2020-05-30,37831,0,0,35,97,37963
2020-05-31,52036,0,0,11,104,52151
2020-06-01,47284,0,0,3,180,47467
2020-06-02,33923,0,0,5,171,34099
2020-06-03,37627,0,0,9,133,37769
2020-06-04,41427,0,0,0,136,41563
2020-06-05,48731,0,0,7,159,48897
2020-06-06,48450,0,0,24,177,48651
2020-06-07,73196,0,0,46,305,73547
2020-06-08,43055,0,0,58,167,43280
