,Cestovni,Željeznički,Riječni,Pomorski,Zračni,UKUPNO
2018-04-14,112608,253,0,4700,6190,123751
2018-04-15,103303,253,185,1993,5188,110922
2018-04-16,79041,290,246,408,2653,82638
2018-04-17,68777,252,183,2199,3919,75330
2018-04-18,72667,213,154,88,5558,78680
2018-04-19,82938,430,152,5262,4991,93773
2018-04-20,114090,392,284,172,2819,117757
2018-04-21,119483,252,258,5262,6658,131913
2018-04-22,109062,562,154,2041,6840,118659
2018-04-23,81218,477,110,3100,4612,89517
2018-04-24,83797,307,179,4749,5462,94494
2018-04-25,91307,207,322,258,6457,98551
2018-04-26,134821,541,368,8131,6762,150623
2018-04-27,232299,710,318,4917,4863,243107
2018-04-28,236631,507,228,3711,9316,250393
2018-04-29,164991,434,182,1263,9655,176525
2018-04-30,136672,350,284,1259,6071,144636
2018-05-01,137184,510,0,5469,5563,148726
2018-05-02,126146,393,306,3557,4760,135162
2018-05-03,99004,450,0,10537,8821,118812
2018-05-04,125752,266,320,1119,7373,134830
2018-05-05,137497,276,0,10126,12276,160175
2018-05-06,125710,578,173,1891,12806,141158
2018-05-07,90197,337,0,49,6654,97237
2018-05-08,94004,185,0,8218,9387,111794
2018-05-09,117224,299,400,1654,6666,126243
2018-05-10,134420,507,0,6980,12312,154219
2018-05-11,120582,589,165,6534,6801,134671
2018-05-12,123635,253,260,5038,18405,147591
2018-05-13,127265,385,250,2321,6727,136948
2018-05-14,88195,459,396,260,8275,97585
2018-05-15,79439,273,165,1074,9950,90901
2018-05-16,87661,283,278,5698,10449,104369
2018-05-17,101862,293,158,5048,7218,114579
2018-05-18,156663,444,0,8831,8865,174803
2018-05-19,190366,455,530,3898,24045,219294
2018-05-20,142392,457,122,4005,14584,161560
2018-05-21,131537,313,361,799,7207,140217
2018-05-22,97976,321,296,5189,7344,111126
2018-05-23,97182,454,343,1504,11260,110743
2018-05-24,101640,363,427,7678,13898,124006
2018-05-25,148034,598,324,8753,8609,166318
2018-05-26,156156,453,84,7243,22675,186611
2018-05-27,138380,532,185,6487,14728,160312
2018-05-28,105153,430,343,651,8761,115338
2018-05-29,89355,284,114,5777,12815,108345
2018-05-30,141492,375,339,1684,13461,157351
2018-05-31,175977,337,389,10922,14480,202105
2018-06-01,193092,363,207,4738,10816,209216
2018-06-02,200660,475,135,13523,19492,234285
2018-06-03,176568,581,483,5390,10615,193637
2018-06-04,132251,385,0,3173,10843,146652
2018-06-05,101706,193,443,4994,13835,121171
2018-06-06,109357,291,335,3436,15009,128428
2018-06-07,126822,509,148,10658,9621,147758
2018-06-08,168345,576,324,5697,10573,185515
2018-06-09,157797,539,523,6520,25900,191279
2018-06-10,175491,531,182,6533,18302,201039
2018-06-11,118905,384,266,490,10863,130908
2018-06-12,106875,401,409,4044,14277,126006
2018-06-13,119979,401,807,1998,11605,134790
2018-06-14,159512,538,160,10574,17076,187860
2018-06-15,208670,550,108,7199,12055,228582
2018-06-16,252031,840,125,14080,28783,295859
2018-06-17,218088,386,0,8130,19540,246144
2018-06-18,158201,514,254,2628,10840,172437
2018-06-19,122748,490,0,8630,15380,147248
2018-06-20,152253,538,524,2464,18037,173816
2018-06-21,161884,606,147,10239,19176,192052
2018-06-22,252570,721,416,3695,12517,269919
2018-06-23,347160,836,226,9772,20612,378606
2018-06-24,217115,594,405,8713,22288,249115
2018-06-25,198478,767,0,667,17469,217381
2018-06-26,155107,569,122,3741,19111,178650
2018-06-27,168550,546,480,4969,16642,191187
2018-06-28,161631,670,238,10180,14662,187381
2018-06-29,259486,821,0,5047,18047,283401
2018-06-30,346382,979,135,11740,33000,392236
2018-07-01,279827,1149,0,5948,25171,312095
2018-07-02,205212,609,258,6089,15203,227371
2018-07-03,169903,778,133,6828,21177,198819
2018-07-04,170552,1026,182,4740,17777,194277
2018-07-05,208609,2257,370,12562,25638,249436
2018-07-06,282543,1016,155,10560,19579,313853
2018-07-07,368375,931,0,8004,31444,408754
2018-07-08,299198,1309,349,9944,26803,337603
2018-07-09,244912,1027,163,4666,20539,271307
2018-07-10,188640,860,270,6304,15421,211495
2018-07-11,183803,1300,0,5091,24122,214316
2018-07-12,220376,1214,239,11049,23511,256389
2018-07-13,308291,1229,330,8800,19123,337773
2018-07-14,451216,1685,0,14481,26003,493385
2018-07-15,355607,1838,0,8325,25369,391139
2018-07-16,265038,1877,439,1125,20512,288991
2018-07-17,225315,976,163,11933,22751,261138
2018-07-18,217236,1551,190,3953,18578,241508
2018-07-19,232085,1737,510,7820,23222,265374
2018-07-20,353073,1776,151,7110,19935,382045
2018-07-21,469450,1350,133,13389,33583,517905
2018-07-22,374385,1819,189,7357,17472,401222
2018-07-23,283912,1684,321,2302,20564,308783
2018-07-24,217487,1354,122,4643,23284,246890
2018-07-25,215838,1390,225,5345,23987,246785
2018-07-26,256811,1471,729,12341,16352,287704
2018-07-27,364541,2409,145,8083,22993,398171
2018-07-28,483400,1390,0,11124,33661,529575
2018-07-29,373193,1625,0,11255,14578,400651
2018-07-30,290211,1223,143,2441,6208,300226
2018-07-31,246941,1041,0,10356,15848,274186
2018-08-01,263349,1401,181,7593,24751,297275
2018-08-02,257902,1127,319,13466,17031,289845
2018-08-03,213153,1126,0,5985,18860,239124
2018-08-04,517055,1260,114,14913,33895,567237
2018-08-05,372661,2120,186,10022,24885,409874
2018-08-06,331090,897,147,2599,19022,353755
2018-08-07,242820,1091,0,6348,14068,264327
2018-08-08,239970,1049,0,4677,20469,266165
2018-08-09,267977,1479,0,13195,22782,305433
2018-08-10,379633,1238,151,11252,17250,409524
2018-08-11,409727,1690,170,23564,22011,457162
2018-08-12,357324,1497,0,12969,23678,395468
2018-08-13,295198,1589,263,3128,17269,317447
2018-08-14,263446,1048,238,9364,19313,293409
2018-08-15,274294,958,186,6700,14948,297086
2018-08-16,274414,1134,128,14567,13770,304013
2018-08-17,336271,1100,0,8143,17017,362531
2018-08-18,410416,1314,159,14663,31496,458048
2018-08-19,353725,826,182,7996,14931,377660
2018-08-20,286068,1050,0,3393,12641,303152
2018-08-21,207893,1103,0,9606,18907,237509
2018-08-22,215790,972,71,4405,18518,239756
2018-08-23,259632,460,113,13720,13545,287470
2018-08-24,292101,765,0,5365,10913,309144
2018-08-25,363428,1034,120,11936,31871,408389
2018-08-26,295173,1016,0,7055,20292,323536
2018-08-27,226970,689,90,3946,13221,244916
2018-08-28,185525,652,152,9163,15336,210828
2018-08-29,194600,906,203,3438,16745,215892
2018-08-30,203932,612,158,13804,11464,229970
2018-08-31,262465,877,0,4906,14147,282395
2018-09-01,289190,1030,295,9330,22465,322310
2018-09-02,264279,900,188,5084,20887,291338
2018-09-03,189309,1267,124,2562,9643,202905
2018-09-04,149433,761,0,4444,10436,165074
2018-09-05,148109,483,253,2180,12707,163732
2018-09-06,159867,1267,84,10597,17894,189709
2018-09-07,202507,756,0,10733,12371,226367
2018-09-08,228494,1236,277,12693,21245,263945
2018-09-09,213039,458,220,3424,12202,229343
2018-09-10,149965,495,0,590,11598,162648
2018-09-11,123720,533,89,9089,14838,148269
2018-09-12,120507,507,323,3322,15501,140160
2018-09-13,135963,503,353,9416,10776,157011
2018-09-14,195280,703,150,4647,12386,213166
2018-09-15,201060,637,138,8005,27612,237452
2018-09-16,175117,611,248,3097,17414,196487
2018-09-17,127863,340,330,755,8410,137698
2018-09-18,116976,433,176,5954,13614,137153
2018-09-19,131627,423,308,3080,14139,149577
2018-09-20,142265,655,0,9985,9068,161973
2018-09-21,171430,516,161,18782,9025,199914
2018-09-22,195042,601,0,11133,26074,232850
2018-09-23,137744,614,0,2237,16214,156809
2018-09-24,152433,1041,0,8851,54546,216871
2018-09-25,99606,302,213,3822,10198,114141
2018-09-26,107454,539,329,7460,14620,130402
2018-09-27,127871,344,149,8458,13417,150239
2018-09-28,157199,658,300,10389,9844,178390
2018-09-29,165862,360,0,8413,16410,191045
2018-09-30,137867,417,357,10180,15415,164236
2018-10-01,101972,339,227,3587,8326,114451
2018-10-02,78525,549,0,4215,8695,91984
2018-10-03,97944,327,79,4306,10088,112744
2018-10-04,101815,467,283,10148,11815,124528
2018-10-05,129984,382,137,5529,6855,142887
2018-10-06,120933,438,207,9735,12699,144012
2018-10-07,120562,254,297,2683,12107,135903
2018-10-08,101109,435,197,1433,6054,109228
2018-10-09,88347,264,158,4831,6994,100594
2018-10-10,93156,265,551,4678,6700,105350
2018-10-11,99927,271,340,5587,9833,115958
2018-10-12,129296,561,162,5654,5612,141285
2018-10-13,137312,227,101,9315,15368,162323
2018-10-14,126464,285,341,5269,10364,142723
2018-10-15,87963,329,198,2887,5578,96955
2018-10-16,60924,333,0,8033,6715,76005
2018-10-17,102043,272,61,6775,5955,115106
2018-10-18,88887,336,128,6424,9300,105075
2018-10-19,128268,365,292,4894,5791,139610
2018-10-20,132208,600,0,9289,12418,154515
2018-10-21,115239,318,0,416,4608,120581
2018-10-22,85099,200,0,2515,3990,91804
2018-10-23,78772,333,0,7743,5131,91979
2018-10-24,89060,320,305,6001,2792,98478
2018-10-25,112847,218,128,7257,5148,125598
2018-10-26,128893,463,0,2767,1878,134001
2018-10-27,128645,372,0,5393,5729,140139
2018-10-28,118266,329,156,1316,3232,123299
2018-10-29,82651,252,0,3450,1798,88151
2018-10-30,106694,455,0,1241,1708,110098
2018-10-31,136861,394,0,8464,1728,147447
2018-11-01,101252,447,0,2914,1725,106338
2018-11-02,105455,433,0,4955,1627,112470
2018-11-03,112770,454,0,4846,1820,119890
2018-11-04,139725,329,0,1274,1618,142946
2018-11-05,78372,444,0,2,1664,80482
2018-11-06,62372,199,0,12,1158,63741
2018-11-07,67191,189,184,1469,1420,70453
2018-11-08,74069,198,0,8,1177,75452
2018-11-09,101348,346,0,3262,1372,106328
2018-11-10,90443,188,0,2445,1156,94232
2018-11-11,85997,189,185,2074,1116,89561
2018-11-12,68713,230,0,1973,1182,72098
2018-11-13,70318,221,0,36,907,71482
2018-11-14,73750,306,0,155,921,75132
2018-11-15,75673,132,5,0,1052,76862
2018-11-16,102577,235,0,3569,1061,107442
2018-11-17,88953,278,0,7277,865,97373
2018-11-18,87714,60,0,2849,980,91603
2018-11-19,65401,154,0,49,1057,66661
2018-11-20,57929,164,0,675,856,59624
2018-11-21,62507,250,189,182,795,63923
2018-11-22,73051,179,0,12,929,74171
2018-11-23,97270,82,0,2608,928,100888
2018-11-24,89549,207,0,2517,909,93182
2018-11-25,86958,327,0,2769,899,90953
2018-11-26,68719,197,0,0,1053,69969
2018-11-27,59211,80,0,44,790,60125
2018-11-28,64978,179,0,83,823,66063
2018-11-29,69406,209,0,16,1077,70708
2018-11-30,96057,232,0,2391,1174,99854
2018-12-01,83102,780,0,139,803,84824
2018-12-02,81867,261,0,2109,769,85006
2018-12-03,61385,161,0,21,1106,62673
2018-12-04,64431,161,0,14,738,65344
2018-12-05,63852,301,0,187,933,65273
2018-12-06,67329,321,0,2,980,68632
2018-12-07,95103,451,0,2454,1302,99310
2018-12-08,97538,946,0,96,805,99385
2018-12-09,81980,640,0,3,779,83402
2018-12-10,62923,304,0,50,883,64160
2018-12-11,62298,305,0,0,580,63183
2018-12-12,67333,228,0,136,728,68425
2018-12-13,68412,231,0,6,699,69348
2018-12-14,84642,690,0,2342,906,88580
2018-12-15,98046,2453,0,79,767,101345
2018-12-16,89163,1759,0,20,777,91719
2018-12-17,67381,212,0,0,838,68431
2018-12-18,70940,258,0,45,579,71822
2018-12-19,87245,316,0,70,466,88097
2018-12-20,117642,409,0,2,750,118803
2018-12-21,195448,645,0,2587,1018,199698
2018-12-22,271070,888,0,229,897,273084
2018-12-23,164432,1742,0,2,944,167120
2018-12-24,92998,652,0,32,777,94459
2018-12-25,71215,290,0,97,324,71926
2018-12-26,105346,259,0,0,875,106480
2018-12-27,112644,1085,0,6,1228,114963
2018-12-28,133541,1167,0,2733,1059,138500
2018-12-29,152735,1639,0,527,1470,156371
2018-12-30,132731,639,0,0,1215,134585
2018-12-31,75616,761,0,81,450,76908
2019-01-01,62892,102,0,31,276,63301
2019-01-02,127853,1069,0,9,1118,130049
2019-01-03,121955,371,0,3,791,123120
2019-01-04,135873,286,0,2624,922,139705
2019-01-05,184421,349,0,67,670,185507
2019-01-06,116110,390,0,0,804,117304
2019-01-07,83418,262,0,0,743,84423
2019-01-08,92357,407,0,13,508,93285
2019-01-09,79315,295,0,76,867,80553
2019-01-10,73146,243,0,0,693,74082
2019-01-11,87903,271,0,1,780,88955
2019-01-12,113192,288,0,57,477,114014
2019-01-13,86590,285,0,8,703,87586
2019-01-14,66196,198,0,1,1273,67668
2019-01-15,61729,144,0,0,573,62446
2019-01-16,61776,288,0,58,924,63046
2019-01-17,64738,194,0,44,643,65619
2019-01-18,91301,274,0,18,707,92300
2019-01-19,77188,130,0,43,594,77955
2019-01-20,73401,179,0,2,836,74418
2019-01-21,61669,195,0,11,873,62748
2019-01-22,73226,145,80,4307,10748,88506
2019-01-23,50462,192,0,40,931,51625
2019-01-24,56861,38,0,12,775,57686
2019-01-25,71155,195,0,45,688,72083
2019-01-26,69700,132,0,54,352,70238
2019-01-27,66254,145,0,8,801,67208
2019-01-28,54852,136,0,23,836,55847
2019-01-29,51137,136,0,21,613,51907
2019-01-30,54884,183,0,96,920,56083
2019-01-31,58684,185,0,9,533,59411
2019-02-01,80081,268,0,104,1162,81615
2019-02-02,72334,218,0,52,428,73032
2019-02-03,77545,157,0,1,654,78357
2019-02-04,57730,85,0,0,875,58690
2019-02-05,54736,322,0,14,634,55706
2019-02-06,61948,152,0,46,654,62800
2019-02-07,79053,129,0,1,1190,80373
2019-02-08,89055,169,0,37,1061,90322
2019-02-09,81763,241,0,682,787,83473
2019-02-10,88104,182,0,0,963,89249
2019-02-11,58679,217,0,99,1096,60091
2019-02-12,55932,176,0,6,927,57041
2019-02-13,61407,164,0,51,901,62523
2019-02-14,71840,206,0,0,1359,73405
2019-02-15,96623,245,0,102,1327,98297
2019-02-16,90664,225,0,59,1077,92025
2019-02-17,95892,217,0,55,735,96899
2019-02-18,68079,231,0,6,827,69143
2019-02-19,56645,217,0,4,885,57751
2019-02-20,65842,216,0,286,777,67121
2019-02-21,71571,206,0,0,749,72526
2019-02-22,79047,194,0,90,1270,80601
2019-02-23,86563,155,0,85,1307,88110
2019-02-24,86814,219,0,2,1306,88341
2019-02-25,66428,169,0,0,925,67522
2019-02-26,58064,191,0,0,1030,59285
2019-02-27,61980,311,0,218,1277,63786
2019-02-28,76828,179,0,13,971,77991
2019-03-01,105953,304,0,5,1309,107571
2019-03-02,99504,250,0,79,815,100648
2019-03-03,97992,267,0,0,1718,99977
2019-03-04,67965,198,0,2,1453,69618
2019-03-05,60559,234,0,8,1357,62158
2019-03-06,66785,181,0,4568,1428,72962
2019-03-07,72349,165,0,49,1822,74385
2019-03-08,99888,214,0,8,1527,101637
2019-03-09,92805,252,0,3392,728,97177
2019-03-10,98395,346,0,49,869,99659
2019-03-11,62982,194,123,77,1692,65068
2019-03-12,59499,195,0,24,1006,60724
2019-03-13,63471,151,0,318,1565,65505
2019-03-14,75593,253,0,7,1859,77712
2019-03-15,99545,256,151,57,1813,101822
2019-03-16,94868,290,0,149,1328,96635
2019-03-17,97747,374,142,34,839,99136
2019-03-18,70095,192,0,0,1631,71918
2019-03-19,64892,146,0,24,1445,66507
2019-03-20,67939,170,179,321,1602,70211
2019-03-21,76282,320,0,8,1201,77811
2019-03-22,97988,292,6,12,1974,100272
2019-03-23,94757,228,0,1250,1360,97595
2019-03-24,98945,262,137,54,1793,101191
2019-03-25,70428,195,8,9,1227,71867
2019-03-26,61379,221,174,2141,1286,65201
2019-03-27,68215,186,0,324,1861,70586
2019-03-28,76400,227,0,915,2341,79883
2019-03-29,108881,497,366,2570,1522,113836
2019-03-30,101463,229,174,2732,1567,106165
2019-03-31,107557,365,0,2054,4424,114400
2019-04-01,74289,230,151,38,4665,79373
2019-04-02,67736,270,170,125,4965,73266
2019-04-03,73329,246,366,4247,4662,82850
2019-04-04,79048,183,149,2474,5957,87811
2019-04-05,106344,364,434,2211,3160,112513
2019-04-06,100951,296,6,4892,8791,114936
2019-04-07,103785,320,138,2075,5955,112273
2019-04-08,74041,227,322,71,5216,79877
2019-04-09,69306,298,324,4462,3558,77948
2019-04-10,75206,223,0,3622,6236,85287
2019-04-11,85360,281,40,5061,7155,97897
2019-04-12,134574,267,481,40,6120,141482
2019-04-13,164182,474,346,2920,7483,175405
2019-04-14,136308,373,36,509,8900,146126
2019-04-15,89555,351,123,4059,6427,100515
2019-04-16,91524,303,0,1340,7320,100487
2019-04-17,122909,236,0,391,7641,131177
2019-04-18,177653,405,147,4499,6748,189452
2019-04-19,276292,616,310,2884,4414,284516
2019-04-20,176221,463,0,7341,7458,191483
2019-04-21,143924,509,309,2795,8609,156146
2019-04-22,172163,382,614,5064,4925,183148
2019-04-23,122078,300,130,568,7795,130871
2019-04-24,106795,304,285,5653,7060,120097
2019-04-25,132312,322,167,6060,9244,148105
2019-04-26,190834,422,280,2832,6438,200806
2019-04-27,215926,455,432,9637,15104,241554
2019-04-28,144824,477,75,3498,9629,158503
2019-04-29,133979,469,210,2654,7768,145080
2019-04-30,194685,390,142,4704,10004,209925
2019-05-01,189315,338,172,4118,10652,204595
2019-05-02,134377,417,160,7052,12362,154368
2019-05-03,136262,370,360,6044,7940,150976
2019-05-04,160832,328,316,6771,19479,187726
2019-05-05,157972,649,0,2397,13128,174146
2019-05-06,100193,281,185,3027,7393,111079
2019-05-07,90872,384,140,3479,10892,105767
2019-05-08,90423,417,550,3160,6739,101289
2019-05-09,91783,468,384,6415,16920,115970
2019-05-10,120817,364,178,7240,7417,136016
2019-05-11,119802,371,309,6827,19541,146850
2019-05-12,105874,325,206,4624,7522,118551
2019-05-13,85828,515,75,337,8065,94820
2019-05-14,74428,230,245,6388,10732,92023
2019-05-15,83651,311,321,3847,7583,95713
2019-05-16,92409,302,344,9467,7593,110115
2019-05-17,131245,582,655,9094,8439,150015
2019-05-18,121907,384,313,4411,22581,149596
2019-05-19,120713,730,294,10482,14337,146556
2019-05-20,94447,300,315,4443,8866,108371
2019-05-21,88377,309,156,5882,12746,107470
2019-05-22,95263,237,137,8009,11682,115328
2019-05-23,101497,340,42,12026,9773,123678
2019-05-24,141705,341,805,11632,7403,161886
2019-05-25,152277,374,370,11079,26818,190918
2019-05-26,121163,341,184,3855,17025,142568
2019-05-27,89760,299,453,2924,6372,99808
2019-05-28,88532,319,322,3427,10407,103007
2019-05-29,131390,282,163,3009,13118,147962
2019-05-30,172597,378,437,7532,17421,198365
2019-05-31,152071,405,908,6912,11947,172243
2019-06-01,179920,505,480,6440,20599,207944
2019-06-02,156556,393,614,7264,18021,182848
2019-06-03,121880,320,653,338,12044,135235
2019-06-04,102650,400,0,4211,15852,123113
2019-06-05,120543,296,251,1423,15321,137834
2019-06-06,146265,404,293,10233,18233,175428
2019-06-07,241207,646,183,13800,14172,270008
2019-06-08,264601,569,140,6968,30239,302517
2019-06-09,210364,1674,213,5371,20203,237825
2019-06-10,172506,508,326,5198,13619,192157
2019-06-11,125405,332,0,7597,12332,145666
2019-06-12,128437,407,153,3163,16525,148685
2019-06-13,147376,700,301,13626,19026,181029
2019-06-14,214840,687,184,7431,14757,237899
2019-06-15,276920,682,106,8279,30336,316323
2019-06-16,200967,548,256,7701,21288,230760
2019-06-17,156345,569,251,2305,14520,173990
2019-06-18,143664,473,148,3298,18505,166088
2019-06-19,187525,431,335,2251,18942,209484
2019-06-20,228232,593,162,9436,20806,259229
2019-06-21,252995,993,400,11064,12899,278351
2019-06-22,323042,604,315,12219,30489,366669
2019-06-23,251623,732,0,4986,23733,281074
2019-06-24,201812,644,487,3002,18095,224040
2019-06-25,170838,896,240,6674,21248,199896
2019-06-26,156762,736,393,7830,13911,179632
2019-06-27,165281,581,450,12659,22759,201730
2019-06-28,253314,639,180,10484,20311,284928
2019-06-29,325875,876,322,15559,34198,376830
2019-06-30,274221,1003,0,14549,27486,317259
2019-07-01,220617,646,493,5829,15855,243440
2019-07-02,175751,756,113,8044,22715,207379
2019-07-03,184747,847,160,2762,23786,212302
2019-07-04,205177,877,295,10712,25298,242359
2019-07-05,279729,942,184,10012,21463,312330
2019-07-06,360726,812,320,13305,35662,410825
2019-07-07,256751,879,0,4367,25965,287962
2019-07-08,228704,1228,722,4103,21447,256204
2019-07-09,176070,930,426,9910,17434,204770
2019-07-10,202152,960,238,3320,25098,231768
2019-07-11,189399,3186,438,13031,26587,232641
2019-07-12,322421,1400,529,7821,21239,353410
2019-07-13,414836,1232,158,6507,27033,449766
2019-07-14,329519,1477,0,8737,28172,367905
2019-07-15,280046,1548,180,4689,22406,308869
2019-07-16,202933,843,370,6616,24695,235457
2019-07-17,205720,1168,0,3401,18160,228449
2019-07-18,249961,1874,183,7449,26804,286271
2019-07-19,365558,1560,610,8283,21310,397321
2019-07-20,451718,1322,370,16463,35976,505849
2019-07-21,334773,1350,92,4878,27753,368846
2019-07-22,281713,1680,175,2174,22570,308312
2019-07-23,200805,977,0,9868,25046,236696
2019-07-24,221479,1003,140,4514,24465,251601
2019-07-25,247112,1023,161,12235,26133,286664
2019-07-26,364352,1482,643,7181,20834,394492
2019-07-27,380815,835,385,10747,34966,427748
2019-07-28,350452,2274,0,5669,25964,384359
2019-07-29,280389,1035,142,10448,22083,314097
2019-07-30,235957,1447,0,5999,24096,267499
2019-07-31,247984,1294,103,7112,24200,280693
2019-08-01,307190,1174,70,15291,25979,349704
2019-08-02,403719,1292,304,10169,20579,436063
2019-08-03,466824,1242,0,8342,39857,516265
2019-08-04,362273,1882,0,12222,26941,403318
2019-08-05,318111,1359,451,4902,21523,346346
2019-08-06,200927,2403,0,7878,22780,233988
2019-08-07,253585,2345,145,6032,23120,285227
2019-08-08,280357,1043,165,11992,24285,317842
2019-08-09,356575,1439,652,9060,19173,386899
2019-08-10,479740,1227,11,16663,34649,532290
2019-08-11,358713,1373,105,12380,18930,391501
2019-08-12,302390,1567,333,7338,19597,331225
2019-08-13,254889,1391,277,7915,22041,286513
2019-08-14,332891,1626,164,3217,21737,359635
2019-08-15,342997,1342,157,13368,15913,373777
2019-08-16,356499,1665,184,11919,13782,384049
2019-08-17,464747,1347,249,15581,25595,507519
2019-08-18,408477,1194,0,7797,24607,442075
2019-08-19,293986,1062,295,5770,18578,319691
2019-08-20,215488,884,122,5312,5499,227305
2019-08-21,231736,1017,379,2888,19205,255225
2019-08-22,251361,661,317,13906,22062,288307
2019-08-23,337413,1261,498,5810,17647,362629
2019-08-24,356165,1296,510,9658,23146,390775
2019-08-25,318740,830,318,10190,15486,345564
2019-08-26,247190,585,320,5692,15181,268968
2019-08-27,209923,757,85,6302,17237,234304
2019-08-28,212878,764,156,3020,12482,229300
2019-08-29,222261,564,570,12033,20002,255430
2019-08-30,278472,1005,179,8048,12043,299747
2019-08-31,341486,908,0,6088,24706,373188
2019-09-01,260040,806,134,5823,24038,290841
2019-09-02,179486,491,366,3222,14698,198263
2019-09-03,158114,593,486,6661,17053,182907
2019-09-04,163767,572,311,4116,12557,181323
2019-09-05,161689,552,339,12840,20052,195472
2019-09-06,214846,702,787,5511,14532,236378
2019-09-07,216295,636,124,7830,32050,256935
2019-09-08,204075,502,333,7759,14218,226887
2019-09-09,162704,527,514,2422,13635,179802
2019-09-10,135729,478,155,8415,16613,161390
2019-09-11,129492,426,272,6378,16334,152902
2019-09-12,142333,546,364,8381,19069,170693
2019-09-13,206097,616,411,8711,15016,230851
2019-09-14,193984,542,510,12678,30869,238583
2019-09-15,182686,1099,297,4565,20704,209351
2019-09-16,146180,479,318,996,8722,156695
2019-09-17,116413,608,133,3828,15111,136093
2019-09-18,118215,353,261,3455,15391,137675
2019-09-19,130566,1019,274,7485,18315,157659
2019-09-20,178674,394,469,3956,10469,193962
2019-09-21,180601,503,328,8721,29042,219195
2019-09-22,153900,425,238,7996,18801,181360
2019-09-23,105391,401,184,2228,10178,118382
2019-09-24,100285,354,337,5605,12716,119297
2019-09-25,104320,415,281,4036,8789,117841
2019-09-26,121660,372,504,12311,15628,150475
2019-09-27,139160,550,186,3308,10754,153958
2019-09-28,151369,349,405,10315,18124,180562
2019-09-29,143281,438,154,5751,15942,165566
2019-09-30,104598,318,338,5020,9324,119598
2019-10-01,92284,342,174,4420,11613,108833
2019-10-02,93064,525,79,681,6038,100387
2019-10-03,123704,487,492,12406,14651,151740
2019-10-04,139858,543,616,7517,9626,158160
2019-10-05,131078,344,231,8708,14637,154998
2019-10-06,137782,486,244,7915,13930,160357
2019-10-07,98621,218,292,2881,7864,109876
2019-10-08,90734,414,440,7510,9064,108162
2019-10-09,83926,250,124,4970,5362,94632
2019-10-10,104134,324,459,7484,6669,119070
2019-10-11,151774,398,398,7227,7329,167126
2019-10-12,134455,575,108,13951,18982,168071
2019-10-13,128816,584,390,11990,12718,154498
2019-10-14,92645,337,476,3058,4720,101236
2019-10-15,81797,358,0,7064,8781,98000
2019-10-16,89730,415,165,1338,7479,99127
2019-10-17,97922,279,756,8035,6241,113233
2019-10-18,133933,511,335,4408,6680,145867
2019-10-19,128325,312,160,11278,16008,156083
2019-10-20,125224,713,0,8093,9827,143857
2019-10-21,88322,457,296,5685,4745,99505
2019-10-22,80675,351,95,4797,3325,89243
2019-10-23,87019,263,0,1293,4082,92657
2019-10-24,97938,319,291,10904,7022,116474
2019-10-25,156019,469,176,3269,5043,164976
2019-10-26,150761,604,0,6199,4468,162032
2019-10-27,123868,351,98,9515,1810,135642
2019-10-28,91350,358,489,5174,2305,99676
2019-10-29,85930,251,0,4809,1920,92910
2019-10-30,119630,314,132,5313,1586,126975
2019-10-31,163409,362,322,2821,1925,168839
2019-11-01,121412,392,0,1069,1222,124095
2019-11-02,109442,395,0,5244,1996,117077
2019-11-03,148302,313,0,5399,937,154951
2019-11-04,88672,266,176,5593,1752,96459
2019-11-05,72673,395,149,4590,1659,79466
2019-11-06,73001,214,0,830,1596,75641
2019-11-07,73442,443,143,4138,989,79155
2019-11-08,108279,328,181,2037,1085,111910
2019-11-09,94621,299,0,3823,1219,99962
2019-11-10,89510,279,0,4131,719,94639
2019-11-11,69345,407,172,2159,1112,73195
2019-11-12,60197,207,7,4534,1131,66076
2019-11-13,68417,203,0,59,1131,69810
2019-11-14,71035,421,0,2151,1298,74905
2019-11-15,94006,212,142,2079,892,97331
2019-11-16,88004,287,0,2688,1181,92160
2019-11-17,88450,262,0,17,1237,89966
2019-11-18,68472,175,186,11,1279,70123
2019-11-19,59633,171,0,643,677,61124
2019-11-20,68314,227,0,1983,1047,71571
2019-11-21,79706,352,0,2038,1391,83487
2019-11-22,94457,150,0,2038,1143,97788
2019-11-23,89655,273,0,2585,590,93103
2019-11-24,94153,223,0,2,1074,95452
2019-11-25,73102,144,0,734,1161,75141
2019-11-26,64187,320,0,1,1060,65568
2019-11-27,65049,175,0,57,790,66071
2019-11-28,74966,162,0,12,1201,76341
2019-11-29,104316,189,0,146,1300,105951
2019-11-30,86207,797,0,2985,1054,91043
2019-12-01,89008,366,0,14,624,90012
2019-12-02,64413,203,0,47,997,65660
2019-12-03,60827,170,0,7,930,61934
2019-12-04,63452,202,0,137,874,64665
2019-12-05,70174,220,0,892,693,71979
2019-12-06,97268,385,0,40,1207,98900
2019-12-07,99609,686,0,101,1141,101537
2019-12-08,84892,396,0,411,907,86606
2019-12-09,61361,277,0,0,547,62185
2019-12-10,56827,341,0,4,734,57906
2019-12-11,65716,215,0,75,583,66589
2019-12-12,63682,228,0,97,674,64681
2019-12-13,93945,331,0,30,778,95084
2019-12-14,109802,3080,0,73,677,113632
2019-12-15,96607,959,0,54,743,98363
2019-12-16,67956,245,0,0,763,68964
2019-12-17,71297,487,0,2059,669,74512
2019-12-18,90895,621,0,45,735,92296
