,Cestovni,Željeznički,Riječni,Pomorski,Zračni,UKUPNO
2022-08-01,69146,39,0,109,2677,71971
2022-08-02,69422,21,0,79,2509,72031
2022-08-03,64233,126,0,81,2457,66897
2022-08-04,69786,132,0,98,2580,72596
2022-08-05,85771,129,0,116,2862,88878
2022-08-06,79290,99,0,113,2184,81686
2022-08-07,75881,156,0,65,2600,78702
2022-08-08,69926,120,0,81,2631,72758
2022-08-09,63629,126,0,68,2530,66353
2022-08-10,72320,63,1,13,1956,74353
2022-08-11,68558,86,0,58,2095,70797
2022-08-12,84564,153,0,46,2648,87411
2022-08-13,81648,117,0,159,2411,84335
2022-08-14,82313,129,0,83,2558,85083
2022-08-15,75726,184,0,61,2489,78460
2022-08-16,65748,95,0,117,2696,68656
2022-08-17,64242,136,1,68,2749,67196
2022-08-18,64681,77,0,60,2396,67214
2022-08-19,68111,226,0,57,2433,70827
2022-08-20,80920,167,0,77,2286,83450
2022-08-21,73716,139,0,93,2815,76763
2022-08-22,72363,94,0,78,2844,75379
2022-08-23,52867,126,0,118,2784,55895
2022-08-24,55954,106,0,74,2498,58632
2022-08-25,62936,36,0,178,2899,66049
2022-08-26,74977,98,0,95,2330,77500
2022-08-27,69465,102,39,135,2355,72096
2022-08-28,74610,106,0,63,2697,77476
2022-08-29,58655,104,0,72,2632,61463
2022-08-30,58780,57,0,164,2233,61234
2022-08-31,41349,75,0,88,3178,44690
2022-09-01,57219,154,0,190,3163,60726
2022-09-02,59161,80,0,104,2808,62153
2022-09-03,73708,189,0,90,2627,76614
2022-09-04,56996,97,0,155,3007,60255
2022-09-05,51376,66,0,15,2890,54347
2022-09-06,46821,120,0,98,2649,49688
2022-09-07,51007,125,0,24,2617,53773
2022-09-08,52840,64,1,187,2698,55790
2022-09-09,55421,70,0,39,2732,58262
2022-09-10,60422,87,0,81,2094,62684
2022-09-11,64879,118,0,266,2671,67934
2022-09-12,49625,90,0,19,2876,52610
2022-09-13,42958,134,0,153,2879,46124
2022-09-14,41724,53,0,60,2887,44724
2022-09-15,54819,205,0,198,2840,58062
2022-09-16,51266,77,0,18,2544,53905
2022-09-17,62151,88,0,23,2068,64330
2022-09-18,53084,162,0,145,2682,56073
2022-09-19,51449,162,0,10,3159,54780
2022-09-20,43942,105,0,478,3062,47587
2022-09-21,46046,34,0,21,2960,49061
2022-09-22,45889,103,0,219,3359,49570
2022-09-23,57144,76,0,27,3475,60722
2022-09-24,64299,89,0,43,2262,66693
2022-09-25,59337,554,0,126,2843,62860
2022-09-26,47076,124,0,63,3064,50327
2022-09-27,42425,65,0,69,2700,45259
2022-09-28,42396,64,0,87,2518,45065
2022-09-29,45209,106,0,118,2873,48306
2022-09-30,55554,151,15,80,2888,58688
2022-10-01,59140,64,0,41,2448,61693
2022-10-02,52556,93,0,225,2917,55791
2022-10-03,49605,94,0,64,2954,52717
2022-10-04,40390,197,0,208,3012,43807
2022-10-05,42026,199,0,4,2954,45183
2022-10-06,42436,82,0,67,3060,45645
2022-10-07,54852,119,1,139,3196,58307
2022-10-08,62264,46,0,57,2722,65089
2022-10-09,54964,55,0,55,3089,58163
2022-10-10,40600,96,0,38,3147,43881
2022-10-11,39650,25,0,91,2710,42476
2022-10-12,40050,85,0,31,2547,42713
2022-10-13,42443,123,0,57,2930,45553
2022-10-14,49175,97,0,7,3363,52642
2022-10-15,62857,94,0,40,2868,65859
2022-10-16,52649,104,0,106,2964,55823
2022-10-17,43562,108,1,15,2986,46672
2022-10-18,41395,117,0,74,2728,44314
2022-10-19,42665,61,14,13,3078,45831
2022-10-20,41349,75,0,88,3178,44690
2022-10-21,50261,87,0,96,2999,53443
2022-10-22,56524,102,0,49,3082,59757
2022-10-23,51806,123,0,89,2957,54975
2022-10-24,42938,95,0,42,3260,46335
2022-10-25,39401,71,0,29,2820,42321
2022-10-26,42840,71,0,18,2604,45533
2022-10-27,47158,146,0,207,2517,50028
2022-10-28,62467,143,0,43,3084,65737
2022-10-29,80028,83,1,53,3102,83267
2022-10-30,63002,105,0,45,1747,64899
2022-10-31,59491,58,0,5,1954,61508
2022-11-01,60806,86,0,28,2190,63110
2022-11-02,51624,53,0,51,1989,53717
2022-11-03,42630,87,0,33,1750,44500
2022-11-04,45905,81,0,5,2158,48149
