,Cestovni,Željeznički,Riječni,Pomorski,Zračni,UKUPNO
2017-04-22,77369,134,0,260,2405,80168
2017-04-23,70179,128,0,268,728,71303
2017-04-24,63467,74,0,14,1605,65160
2017-04-25,61704,101,0,34,1874,63713
2017-04-26,62836,72,0,10,1852,64770
2017-04-27,64258,148,0,41,1959,66406
2017-04-28,72287,132,0,43,1661,74123
2017-04-29,75367,178,0,85,1818,77448
2017-04-30,67514,138,0,80,2064,69796
2017-05-01,64261,242,0,0,2575,67078
2017-05-02,54569,122,0,60,975,55726
2017-05-03,61854,101,0,88,1587,63630
2017-05-04,62005,90,0,71,432,62598
2017-05-05,69159,79,0,82,373,69693
2017-05-06,65968,121,0,71,899,67059
2017-05-07,64009,113,0,35,738,64895
2017-05-08,62035,122,0,23,607,62787
2017-05-09,57744,82,0,34,703,58563
2017-05-10,59125,74,0,80,547,59826
2017-05-11,64657,110,0,38,619,65424
2017-05-12,63985,84,0,61,377,64507
2017-05-13,73015,113,0,65,708,73901
2017-05-14,61161,164,0,19,838,62182
2017-05-15,63471,120,0,14,804,64409
2017-05-16,59934,101,0,79,770,60884
2017-05-17,62811,102,0,97,402,63412
2017-05-18,62620,86,0,82,1811,64599
2017-05-19,69003,171,0,48,2130,71352
2017-05-20,75003,144,0,82,656,75885
2017-05-21,64413,252,0,43,588,65296
2017-05-22,57595,120,0,12,824,58551
2017-05-23,63234,110,0,48,677,64069
2017-05-24,62927,123,0,43,426,63519
2017-05-25,74525,125,1,93,354,75098
2017-05-26,69432,135,0,29,504,70100
2017-05-27,76451,145,0,74,591,77261
2017-05-28,70868,126,0,78,659,71731
2017-05-29,61439,84,0,33,883,62439
2017-05-30,57396,118,0,77,679,58270
2017-05-31,63545,125,0,41,411,64122
2017-06-01,70616,131,0,73,520,71340
2017-06-02,81812,196,0,78,489,82575
2017-06-03,73820,160,0,70,442,74492
2017-06-04,76666,149,0,74,769,77658
2017-06-05,75510,228,0,30,662,76430
2017-06-06,64837,91,0,72,664,65664
2017-06-07,67547,123,0,47,497,68214
2017-06-08,71192,111,0,61,534,71898
2017-06-09,75245,194,2,87,622,76150
2017-06-10,79217,161,0,80,577,80035
2017-06-11,74390,120,0,46,652,75208
2017-06-12,75687,121,0,37,842,76687
2017-06-13,71261,144,0,83,665,72153
2017-06-14,77976,170,0,84,541,78771
2017-06-15,90551,129,0,73,508,91261
2017-06-16,82407,139,0,67,503,83116
2017-06-17,87824,154,0,89,509,88576
2017-06-18,79900,216,0,83,908,81107
2017-06-19,75489,143,0,43,786,76461
2017-06-20,70995,111,0,144,767,72017
2017-06-21,71923,120,0,94,687,72824
2017-06-22,91267,120,0,101,642,92130
2017-06-23,82703,173,0,64,496,83436
2017-06-24,91558,189,0,117,560,92424
2017-06-25,88340,223,0,146,736,89445
2017-06-26,77330,133,0,21,706,78190
2017-06-27,67124,203,0,102,660,68089
2017-06-28,69808,151,0,70,532,70561
2017-06-29,75494,200,0,37,744,76475
2017-06-30,82252,267,0,64,526,83109
2017-07-01,81407,195,0,92,812,82506
2017-07-02,80543,220,0,99,763,81625
2017-07-03,75022,165,0,29,737,75953
2017-07-04,73629,180,0,97,773,74679
2017-07-05,66918,129,2,94,658,67801
2017-07-06,81096,177,0,111,629,82013
2017-07-07,79320,156,0,90,896,80462
2017-07-08,84996,216,0,84,575,85871
2017-07-09,81233,275,0,63,1046,82617
2017-07-10,79908,199,0,48,673,80828
2017-07-11,71771,240,0,96,860,72967
2017-07-12,75011,240,0,141,489,75881
2017-07-13,79782,180,0,77,559,80598
2017-07-14,86440,220,0,96,589,87345
2017-07-15,87500,204,0,102,429,88235
2017-07-16,80043,285,0,40,917,81285
2017-07-17,77719,214,0,33,1023,78989
2017-07-18,76863,200,0,60,1151,78274
2017-07-19,72129,218,0,93,716,73156
2017-07-20,92347,248,0,115,745,93455
2017-07-21,80522,196,0,150,638,81506
2017-07-22,100261,185,0,161,596,101203
2017-07-23,87595,189,0,95,874,88753
2017-07-24,74910,202,0,99,1588,76799
2017-07-25,67466,220,0,112,678,68476
2017-07-26,82397,167,0,88,677,83329
2017-07-27,82969,216,0,93,853,84131
2017-07-28,84977,223,2,161,953,86316
2017-07-29,89947,199,0,147,655,90948
2017-07-30,89696,185,0,63,640,90584
2017-07-31,83181,226,0,43,765,84215
2017-08-01,84762,209,0,104,1004,86079
2017-08-02,76098,213,0,123,929,77363
2017-08-03,87498,175,0,109,762,88544
2017-08-04,95988,190,0,82,669,96929
2017-08-05,109400,255,0,167,745,110567
2017-08-06,76227,208,0,78,691,77204
2017-08-07,88870,160,0,35,709,89774
2017-08-08,80253,182,0,130,723,81288
2017-08-09,83243,173,0,59,686,84161
2017-08-10,73970,186,0,176,808,75140
2017-08-11,79684,175,0,86,558,80503
2017-08-12,97506,276,0,106,985,98873
2017-08-13,93433,225,0,65,842,94565
2017-08-14,82168,227,0,37,735,83167
2017-08-15,93402,205,0,95,758,94460
2017-08-16,90199,201,0,81,728,91209
2017-08-17,88364,190,0,60,787,89401
2017-08-18,78523,293,0,82,806,79704
2017-08-19,87473,183,0,83,786,88525
2017-08-20,81885,125,0,9,754,82773
2017-08-21,82707,186,0,51,692,83636
2017-08-22,74130,200,0,92,581,75003
2017-08-23,73290,153,0,95,577,74115
2017-08-24,69633,180,0,99,747,70659
2017-08-25,83182,160,0,84,691,84117
2017-08-26,78047,132,0,76,570,78825
2017-08-27,80026,103,0,34,645,80808
2017-08-28,76347,159,0,14,592,77112
2017-08-29,73032,143,0,57,732,73964
2017-08-30,72044,196,0,68,633,72941
2017-08-31,76128,144,0,85,505,76862
2017-09-01,73205,111,0,27,1723,75066
2017-09-02,77506,96,0,100,702,78404
2017-09-03,68245,149,0,31,944,69369
2017-09-04,66157,116,0,32,646,66951
2017-09-05,61197,130,0,66,368,61761
2017-09-06,61398,134,0,43,513,62088
2017-09-07,65008,112,12,86,501,65719
2017-09-08,81995,101,0,74,418,82588
2017-09-09,78325,87,0,167,429,79008
2017-09-10,70518,170,12,24,499,71223
2017-09-11,61150,161,0,6,623,61940
2017-09-12,65441,104,0,92,403,66040
2017-09-13,58914,75,0,45,502,59536
2017-09-14,62288,127,0,103,483,63001
2017-09-15,70910,141,0,9,584,71644
2017-09-16,78352,109,0,84,390,78935
2017-09-17,74565,132,0,44,601,75342
2017-09-18,62533,143,4,37,697,63414
2017-09-19,60249,97,0,31,572,60949
2017-09-20,64646,103,0,65,488,65302
2017-09-21,67856,95,1,43,554,68549
2017-09-22,69286,133,1,42,463,69925
2017-09-23,73092,94,0,153,559,73898
2017-09-24,67838,137,0,95,663,68733
2017-09-25,62514,136,0,35,601,63286
2017-09-26,57967,133,0,61,558,58719
2017-09-27,58336,97,0,97,573,59103
2017-09-28,66921,131,0,93,570,67715
2017-09-29,67838,112,0,76,554,68580
2017-09-30,80070,100,0,165,619,80954
2017-10-01,74005,149,0,78,973,75205
2017-10-02,67522,105,0,25,706,68358
2017-10-03,59075,138,0,45,612,59870
2017-10-04,59960,83,0,52,461,60556
2017-10-05,59524,86,0,129,569,60308
2017-10-06,71091,95,0,25,778,71989
2017-10-07,75676,89,0,156,869,76790
2017-10-08,74480,118,0,64,1174,75836
2017-10-09,57425,108,0,14,903,58450
2017-10-10,60953,129,0,16,975,62073
2017-10-11,59466,93,0,50,919,60528
2017-10-12,60865,69,8,138,809,61889
2017-10-13,64929,98,8,16,860,65911
2017-10-14,76610,61,12,77,781,77541
2017-10-15,72642,531,0,38,1206,74417
2017-10-16,59286,77,0,26,1130,60519
2017-10-17,54785,97,0,54,1081,56017
2017-10-18,59053,80,0,117,909,60159
2017-10-19,60532,88,0,94,969,61683
2017-10-20,65451,112,0,31,956,66550
2017-10-21,69793,86,0,86,1154,71119
2017-10-22,67004,142,0,11,1224,68381
2017-10-23,59806,131,0,10,1047,60994
2017-10-24,55269,82,0,21,1242,56614
2017-10-25,58622,84,0,8,1051,59765
2017-10-26,63911,101,0,111,1143,65266
2017-10-27,72273,214,0,80,1051,73618
2017-10-28,78073,123,0,62,1880,80138
2017-10-29,72291,137,0,11,755,73194
2017-10-30,66662,136,0,11,703,67512
2017-10-31,65567,108,0,7,821,66503
2017-11-01,72945,162,0,79,698,73884
2017-11-02,65819,92,0,1,716,66628
2017-11-03,68231,101,0,55,802,69189
2017-11-04,70253,73,0,68,847,71241
2017-11-05,65591,103,0,0,644,66338
2017-11-06,53807,167,0,1,529,54504
2017-11-07,58653,89,0,0,550,59292
2017-11-08,57318,61,0,112,490,57981
2017-11-09,58184,64,0,17,717,58982
2017-11-10,61610,103,0,85,639,62437
2017-11-11,70223,61,0,76,708,71068
2017-11-12,57728,92,0,24,675,58519
2017-11-13,54049,107,0,0,374,54530
2017-11-14,53746,115,0,0,710,54571
2017-11-15,55321,77,0,0,314,55712
2017-11-16,61008,73,0,22,486,61589
2017-11-17,62036,75,0,82,610,62803
2017-11-18,63133,73,0,134,588,63928
2017-11-19,61159,81,0,5,579,61824
2017-11-20,55679,64,0,11,339,56093
2017-11-21,53238,73,0,0,599,53910
2017-11-22,54091,81,0,40,383,54595
2017-11-23,59095,78,0,22,476,59671
2017-11-24,65839,119,0,120,414,66492
2017-11-25,62220,82,0,53,433,62788
2017-11-26,54406,82,0,1,670,55159
2017-11-27,55854,100,0,5,492,56451
2017-11-28,55440,68,0,28,502,56038
2017-11-29,52236,79,0,33,406,52754
2017-11-30,54164,88,0,0,601,54853
2017-12-01,64234,119,0,5,626,64984
2017-12-02,63630,64,0,39,575,64308
2017-12-03,54317,106,0,13,700,55136
2017-12-04,52719,97,0,4,381,53201
2017-12-05,53975,78,0,0,529,54582
2017-12-06,52564,97,0,67,404,53132
2017-12-07,59167,71,0,0,422,59660
2017-12-08,62380,95,0,41,504,63020
2017-12-09,61084,190,0,30,487,61791
2017-12-10,58455,369,0,12,642,59478
2017-12-11,56369,79,0,0,303,56751
2017-12-12,54938,101,0,0,533,55572
2017-12-13,55244,88,0,41,430,55803
2017-12-14,58383,179,0,9,720,59291
2017-12-15,69582,220,0,60,826,70688
2017-12-16,81900,278,0,47,698,82923
2017-12-17,68428,367,0,2,678,69475
2017-12-18,61005,159,0,9,497,61670
2017-12-19,67733,98,0,22,776,68629
2017-12-20,70150,113,0,45,716,71024
2017-12-21,80434,183,0,18,943,81578
2017-12-22,81375,562,0,60,1000,82997
2017-12-23,101053,503,0,123,778,102457
2017-12-24,51008,130,0,0,498,51636
2017-12-25,46364,101,0,1,74,46540
2017-12-26,66174,223,0,0,426,66823
2017-12-27,73688,194,0,12,292,74186
2017-12-28,73407,192,0,5,539,74143
2017-12-29,79682,123,0,36,328,80169
2017-12-30,79568,244,0,52,451,80315
2017-12-31,47196,117,0,0,241,47554
2018-01-01,51733,216,0,0,316,52265
2018-01-02,69250,556,0,0,800,70606
2018-01-03,74237,270,0,44,468,75019
2018-01-04,70941,214,0,6,823,71984
2018-01-05,72638,137,0,28,641,73444
2018-01-06,66014,164,0,49,528,66755
2018-01-07,67693,201,0,0,868,68762
2018-01-08,63524,113,0,0,413,64050
2018-01-09,56446,147,0,0,866,57459
2018-01-10,61936,116,0,39,578,62669
2018-01-11,62147,129,0,16,775,63067
2018-01-12,74566,148,0,0,639,75353
2018-01-13,78502,123,0,64,840,79529
2018-01-14,58766,170,0,0,1099,60035
2018-01-15,37541,74,0,20,551,38186
2018-01-16,37187,77,0,0,640,37904
2018-01-17,42423,103,0,35,408,42969
2018-01-18,45567,107,0,0,449,46123
2018-01-19,44292,112,0,8,559,44971
2018-01-20,49600,69,0,43,504,50216
2018-01-21,41898,94,0,0,713,42705
2018-01-22,40065,92,5,0,370,40532
2018-01-23,36425,68,0,16,499,37008
2018-01-24,37466,131,0,62,410,38069
2018-01-25,41997,70,0,31,427,42525
2018-01-26,48441,78,0,0,594,49113
2018-01-27,50142,90,0,41,460,50733
2018-01-28,44969,104,0,6,642,45721
2018-01-29,37915,74,0,10,328,38327
2018-01-30,41165,102,0,10,497,41774
2018-01-31,39692,66,0,46,438,40242
2018-02-01,42438,104,0,0,442,42984
2018-02-02,45352,84,0,0,545,45981
2018-02-03,41478,132,0,39,308,41957
2018-02-04,45716,111,0,17,618,46462
2018-02-05,37276,57,0,9,433,37775
2018-02-06,39015,66,0,12,550,39643
2018-02-07,33077,74,0,29,362,33542
2018-02-08,39111,54,0,1,546,39712
2018-02-09,45375,84,0,0,558,46017
2018-02-10,52976,87,0,67,391,53521
2018-02-11,49578,94,0,0,664,50336
2018-02-12,38721,69,0,0,388,39178
2018-02-13,31956,44,0,0,530,32530
2018-02-14,40958,81,0,46,328,41413
2018-02-15,42788,65,0,7,564,43424
2018-02-16,47492,90,0,11,596,48189
2018-02-17,53865,75,0,76,514,54530
2018-02-18,46630,134,0,0,767,47531
2018-02-19,42739,94,0,0,420,43253
2018-02-20,39767,69,0,1,589,40426
2018-02-21,38651,58,0,40,496,39245
2018-02-22,37285,77,0,0,535,37897
2018-02-23,42826,122,0,0,639,43587
2018-02-24,46462,129,0,57,491,47139
2018-02-25,34768,65,0,0,774,35607
2018-02-26,32341,92,0,2,304,32739
2018-02-27,25235,27,0,2,533,25797
2018-02-28,31736,47,0,21,531,32335
2018-03-01,34269,51,0,6,642,34968
2018-03-02,37426,52,0,5,570,38053
2018-03-03,44358,32,0,55,496,44941
2018-03-04,39757,119,0,6,631,40513
2018-03-05,39200,83,0,13,409,39705
2018-03-06,37674,49,0,25,495,38243
2018-03-07,40665,70,0,63,460,41258
2018-03-08,45417,82,0,13,558,46070
2018-03-09,53580,93,0,2,583,54258
2018-03-10,58918,65,0,48,493,59524
2018-03-11,52326,335,0,0,749,53410
2018-03-12,42383,138,0,5,410,42936
2018-03-13,40108,97,0,12,558,40775
2018-03-14,43377,117,0,62,423,43979
2018-03-15,47268,90,0,9,573,47940
2018-03-16,57103,71,0,0,629,57803
2018-03-17,58100,56,0,48,539,58743
2018-03-18,49863,89,0,0,741,50693
2018-03-19,43382,88,0,0,488,43958
2018-03-20,41933,52,0,36,637,42658
2018-03-21,40798,78,2,24,468,41370
2018-03-22,44130,68,0,2,541,44741
2018-03-23,51571,124,0,10,613,52318
2018-03-24,61730,118,0,65,573,62486
2018-03-25,53874,107,0,0,1057,55038
2018-03-26,49193,79,0,4,903,50179
2018-03-27,48225,113,0,4,989,49331
2018-03-28,53420,98,0,72,1076,54666
2018-03-29,62635,184,0,14,865,63698
2018-03-30,71340,133,0,13,1060,72546
2018-03-31,54946,157,0,55,1275,56433
2018-04-01,43042,116,0,6,790,43954
2018-04-02,76131,109,0,3,1225,77468
2018-04-03,60076,80,0,126,1174,61456
2018-04-04,58047,93,0,21,1039,59200
2018-04-05,63338,88,0,38,1140,64604
2018-04-06,61830,82,0,18,1252,63182
2018-04-07,64457,117,0,304,2124,67002
2018-04-08,64933,127,6,6,1418,66490
2018-04-09,54050,137,0,1,1472,55660
2018-04-10,52133,93,0,46,1021,53293
2018-04-11,47676,118,0,38,772,48604
2018-04-12,52086,85,0,47,755,52973
2018-04-13,55491,116,0,19,941,56567
2018-04-14,60234,71,0,60,1133,61498
2018-04-15,60823,106,0,2,958,61889
2018-04-16,51781,137,0,18,1070,53006
2018-04-17,47641,116,0,113,1592,49462
2018-04-18,48946,77,0,17,774,49814
2018-04-19,50111,113,0,38,780,51042
2018-04-20,60939,100,0,24,1021,62084
2018-04-21,69851,118,2,120,1146,71237
2018-04-22,64434,150,0,175,1142,65901
2018-04-23,52312,162,0,2,1057,53533
2018-04-24,53553,109,0,61,1234,54957
2018-04-25,55376,70,0,110,828,56384
2018-04-26,57815,78,0,62,793,58748
2018-04-27,69619,99,0,11,1087,70816
2018-04-28,67008,124,0,89,1040,68261
2018-04-29,66482,115,0,31,1204,67832
2018-04-30,66212,117,1,63,1205,67598
2018-05-01,60894,121,0,94,1845,62954
2018-05-02,52962,99,0,22,1020,54103
2018-05-03,54227,114,0,73,741,55155
2018-05-04,61894,123,0,36,825,62878
2018-05-05,66509,115,0,91,1091,67806
2018-05-06,63851,105,0,22,1066,65044
2018-05-07,51458,154,0,7,1018,52637
2018-05-08,53395,160,0,190,1030,54775
2018-05-09,52830,95,0,59,819,53803
2018-05-10,71834,112,0,65,759,72770
2018-05-11,60127,166,0,44,901,61238
2018-05-12,72101,84,0,134,1264,73583
2018-05-13,61930,209,0,18,930,63087
2018-05-14,54953,103,0,4,911,55971
2018-05-15,51131,114,0,41,1321,52607
2018-05-16,54393,114,0,46,977,55530
2018-05-17,60505,110,1,76,776,61468
2018-05-18,63728,219,0,28,939,64914
2018-05-19,70088,116,0,94,1226,71524
2018-05-20,67039,790,0,51,972,68852
2018-05-21,59095,90,0,25,1184,60394
2018-05-22,54337,100,0,45,1024,55506
2018-05-23,50175,98,0,41,862,51176
2018-05-24,58451,92,21,106,799,59469
2018-05-25,62776,93,0,60,892,63821
2018-05-26,62918,98,0,74,1289,64379
2018-05-27,64392,108,0,46,1110,65656
2018-05-28,55621,89,0,31,869,56610
2018-05-29,52838,76,0,71,930,53915
2018-05-30,58889,119,0,9,946,59963
2018-05-31,70408,95,1,89,787,71380
2018-06-01,71815,100,0,46,783,72744
2018-06-02,74247,135,0,80,829,75291
2018-06-03,68750,163,0,96,2032,71041
2018-06-04,58600,98,0,7,950,59655
2018-06-05,53804,58,0,81,1005,54948
2018-06-06,57063,113,0,73,738,57987
2018-06-07,59370,91,0,58,678,60197
2018-06-08,65055,133,0,45,889,66122
2018-06-09,67947,83,0,73,1122,69225
2018-06-10,64325,134,0,34,1038,65531
2018-06-11,64245,92,0,68,903,65308
2018-06-12,55363,84,0,103,834,56384
2018-06-13,58719,70,1,31,658,59479
2018-06-14,64590,136,0,47,1003,65776
2018-06-15,85394,152,0,34,824,86404
2018-06-16,66216,168,0,80,1161,67625
2018-06-17,67095,65,0,41,1059,68260
2018-06-18,66056,128,0,25,930,67139
2018-06-19,57102,94,0,82,937,58215
2018-06-20,59849,90,0,62,1110,61111
2018-06-21,66178,130,0,95,724,67127
2018-06-22,83107,133,0,19,901,84160
2018-06-23,76807,196,0,140,857,78000
2018-06-24,72663,121,0,84,1315,74183
2018-06-25,82582,237,0,83,1740,84642
2018-06-26,63053,141,0,312,1573,65079
2018-06-27,60273,127,1,47,1361,61809
2018-06-28,62118,108,0,112,1368,63706
2018-06-29,79474,119,0,73,1020,80686
2018-06-30,84265,180,0,117,945,85507
2018-07-01,75764,229,0,71,1396,77460
2018-07-02,63406,185,0,34,1107,64732
2018-07-03,62624,125,16,137,1094,63996
2018-07-04,62380,159,0,63,903,63505
2018-07-05,67111,168,0,61,1165,68505
2018-07-06,73065,136,0,103,1076,74380
2018-07-07,75765,248,0,131,1086,77230
2018-07-08,73605,158,0,50,999,74812
2018-07-09,66702,180,0,100,1021,68003
2018-07-10,61395,196,0,70,1060,62721
2018-07-11,63074,168,0,48,994,64284
2018-07-12,66907,121,0,77,1188,68293
2018-07-13,73751,107,0,51,1121,75030
2018-07-14,90957,267,0,99,1048,92371
2018-07-15,74044,543,0,62,1089,75738
2018-07-16,70200,318,0,27,2121,72666
2018-07-17,68843,161,0,78,1166,70248
2018-07-18,65973,224,0,75,1256,67528
2018-07-19,72523,268,0,82,942,73815
2018-07-20,86349,299,3,83,884,87618
2018-07-21,95930,287,0,113,1347,97677
2018-07-22,81069,264,0,56,994,82383
2018-07-23,79019,278,0,74,941,80312
2018-07-24,69174,272,0,98,1112,70656
2018-07-25,71155,192,0,98,1174,72619
2018-07-26,76518,290,0,107,1266,78181
2018-07-27,84844,343,0,96,2220,87503
2018-07-28,88342,301,0,144,957,89744
2018-07-29,88039,162,0,87,693,88981
2018-07-30,86257,269,0,49,659,87234
2018-07-31,77211,224,0,104,1022,78561
2018-08-01,75346,224,0,96,1139,76805
2018-08-02,79557,163,0,97,1205,81022
2018-08-03,58212,160,0,81,1127,59580
2018-08-04,98747,270,0,174,1121,100312
2018-08-05,83381,303,0,82,980,84746
2018-08-06,84961,211,0,76,1107,86355
2018-08-07,74589,227,0,99,1016,75931
2018-08-08,71682,138,0,134,946,72900
2018-08-09,73791,318,0,136,1069,75314
2018-08-10,77227,247,0,81,1117,78672
2018-08-11,83227,317,0,117,1004,84665
2018-08-12,80611,267,0,69,1098,82045
2018-08-13,77071,271,0,53,936,78331
2018-08-14,76903,220,0,90,1326,78539
2018-08-15,89911,293,0,74,1277,91555
2018-08-16,86762,160,0,83,895,87900
2018-08-17,80377,201,0,94,1029,81701
2018-08-18,94994,246,0,88,1233,96561
2018-08-19,105845,170,0,46,979,107040
2018-08-20,72029,214,0,83,836,73162
2018-08-21,72324,247,0,105,845,73521
2018-08-22,72441,238,0,94,1076,73849
2018-08-23,77035,84,0,109,628,77856
2018-08-24,73314,213,0,55,715,74297
2018-08-25,85543,142,0,79,926,86690
2018-08-26,74628,188,0,40,1100,75956
2018-08-27,75017,162,0,28,975,76182
2018-08-28,64327,112,0,67,819,65325
2018-08-29,68160,266,0,60,1052,69538
2018-08-30,68459,134,0,72,1128,69793
2018-08-31,78433,189,0,62,979,79663
2018-09-01,75839,118,0,73,947,76977
2018-09-02,72242,242,0,39,986,73509
2018-09-03,65818,163,0,48,1024,67053
2018-09-04,61576,122,0,60,581,62339
2018-09-05,61441,110,0,100,798,62449
2018-09-06,62311,121,0,112,712,63256
2018-09-07,66501,124,0,35,736,67396
2018-09-08,82383,232,2,78,721,83416
2018-09-09,70838,156,0,68,947,72009
2018-09-10,60214,107,0,24,688,61033
2018-09-11,58181,108,0,161,842,59292
2018-09-12,54800,168,0,62,921,55951
2018-09-13,62911,100,1,65,690,63767
2018-09-14,68196,105,0,102,887,69290
2018-09-15,74746,107,1,102,928,75884
2018-09-16,75097,226,0,43,730,76096
2018-09-17,60091,119,0,42,667,60919
2018-09-18,56793,78,0,89,810,57770
2018-09-19,62243,94,0,63,931,63331
2018-09-20,68820,234,0,127,738,69919
2018-09-21,76921,90,0,107,1280,78398
2018-09-22,74937,123,0,81,828,75969
2018-09-23,71261,149,0,49,1145,72604
2018-09-24,87451,353,0,43,5934,93781
2018-09-25,55782,99,0,120,1044,57045
2018-09-26,54702,154,0,23,1041,55920
2018-09-27,61905,120,0,113,1108,63246
2018-09-28,68885,118,0,81,1209,70293
2018-09-29,75818,114,0,132,861,76925
2018-09-30,69327,98,0,115,1505,71045
2018-10-01,57279,129,0,37,828,58273
2018-10-02,52331,103,0,86,1178,53698
2018-10-03,55323,101,0,23,808,56255
2018-10-04,59060,100,0,92,1004,60256
2018-10-05,67856,107,0,119,1067,69149
2018-10-06,63981,60,0,221,1005,65267
2018-10-07,65189,137,0,77,1501,66904
2018-10-08,99577,213,0,1,1978,101769
2018-10-09,53188,95,0,86,1500,54869
2018-10-10,56634,71,0,27,1035,57767
2018-10-11,57941,82,0,65,1129,59217
2018-10-12,62388,141,0,76,1126,63731
2018-10-13,67382,81,0,76,1385,68924
2018-10-14,66552,75,0,58,1532,68217
2018-10-15,50185,83,0,48,1434,51750
2018-10-16,42922,86,0,122,1285,44415
2018-10-17,56991,71,0,10,918,57990
2018-10-18,56838,118,0,108,1095,58159
2018-10-19,59791,143,0,10,1250,61194
2018-10-20,63926,74,0,189,1326,65515
2018-10-21,64083,567,0,63,1493,66206
2018-10-22,51832,94,0,1,1366,53293
2018-10-23,48841,74,0,100,1496,50511
2018-10-24,47459,102,0,16,1313,48890
2018-10-25,53215,76,0,95,1485,54871
2018-10-26,66735,84,0,82,1331,68232
2018-10-27,67689,71,0,208,2566,70534
2018-10-28,61051,85,0,9,763,61908
2018-10-29,48235,75,0,0,499,48809
2018-10-30,56726,93,0,0,776,57595
2018-10-31,62370,107,0,74,693,63244
2018-11-01,64898,115,0,8,464,65485
2018-11-02,68421,124,0,20,490,69055
2018-11-03,69387,69,0,35,579,70070
2018-11-04,69895,187,0,2,1021,71105
2018-11-05,51551,122,0,0,652,52325
2018-11-06,46206,87,0,7,531,46831
2018-11-07,46824,70,0,46,433,47373
2018-11-08,49753,84,0,6,665,50508
2018-11-09,55354,105,0,18,699,56176
2018-11-10,62788,98,0,87,493,63466
2018-11-11,59137,69,0,2,767,59975
2018-11-12,48624,67,0,3,567,49261
2018-11-13,48389,87,0,8,843,49327
2018-11-14,48439,85,0,57,458,49039
2018-11-15,50260,68,0,20,656,51004
2018-11-16,58156,77,0,73,817,59123
2018-11-17,58796,73,0,70,582,59521
2018-11-18,53491,79,0,1,722,54293
2018-11-19,47900,66,0,1,514,48481
2018-11-20,40882,56,0,0,713,41651
2018-11-21,42381,91,0,33,386,42891
2018-11-22,49972,72,0,11,586,50641
2018-11-23,57382,53,0,86,735,58256
2018-11-24,55588,55,0,73,627,56343
2018-11-25,51811,81,0,21,713,52626
2018-11-26,46663,67,0,18,472,47220
2018-11-27,42216,48,0,4,525,42793
2018-11-28,43075,57,0,37,490,43659
2018-11-29,43399,51,0,1,669,44120
2018-11-30,53793,100,0,39,1007,54939
2018-12-01,54921,221,0,56,676,55874
2018-12-02,50817,445,0,4,741,52007
2018-12-03,42993,79,0,9,525,43606
2018-12-04,44754,89,0,0,545,45388
2018-12-05,44762,80,0,45,473,45360
2018-12-06,47056,89,0,7,604,47756
2018-12-07,54229,69,0,48,693,55039
2018-12-08,59817,407,0,421,595,61240
2018-12-09,54686,141,0,0,663,55490
2018-12-10,48321,82,0,32,540,48975
2018-12-11,47400,99,0,0,573,48072
2018-12-12,47248,75,0,62,565,47950
2018-12-13,50217,113,0,1,620,50951
2018-12-14,52822,300,0,18,864,54004
2018-12-15,56471,397,0,59,594,57521
2018-12-16,56260,556,0,0,811,57627
2018-12-17,48926,71,0,3,509,49509
2018-12-18,51659,131,0,18,759,52567
2018-12-19,54834,106,0,44,430,55414
2018-12-20,62974,265,0,11,1020,64270
2018-12-21,77446,382,0,32,1075,78935
2018-12-22,105257,1267,0,140,773,107437
2018-12-23,66740,1109,0,1,933,68783
2018-12-24,49185,270,0,12,557,50024
2018-12-25,33563,222,0,3,169,33957
2018-12-26,56306,890,0,0,368,57564
2018-12-27,64837,124,0,1,391,65353
2018-12-28,68882,166,0,4,485,69537
2018-12-29,73988,1338,0,49,331,75706
2018-12-30,62703,285,0,0,681,63669
2018-12-31,46800,127,0,14,219,47160
2019-01-01,41102,87,0,0,347,41536
2019-01-02,65587,686,0,11,703,66987
2019-01-03,63918,246,0,0,745,64909
2019-01-04,62641,163,0,5,890,63699
2019-01-05,67879,171,0,53,665,68768
2019-01-06,56776,157,0,13,791,57737
2019-01-07,49311,103,0,28,766,50208
2019-01-08,49673,164,0,4,643,50484
2019-01-09,44610,102,0,67,601,45380
2019-01-10,50285,80,0,0,478,50843
2019-01-11,56807,99,0,0,892,57798
2019-01-12,75977,98,0,53,868,76996
2019-01-13,53469,129,0,0,1115,54713
2019-01-14,43308,48,0,1,610,43967
2019-01-15,47068,64,0,2,654,47788
2019-01-16,43462,85,0,39,475,44061
2019-01-17,45394,63,0,2,591,46050
2019-01-18,50625,89,0,10,700,51424
2019-01-19,52690,61,0,39,573,53363
2019-01-20,44483,57,0,16,706,45262
2019-01-21,40935,82,0,1,463,41481
2019-01-22,43267,50,0,73,2891,46281
2019-01-23,35364,50,0,71,430,35915
2019-01-24,38998,32,0,2,539,39571
2019-01-25,43774,63,0,0,697,44534
2019-01-26,49260,48,0,37,536,49881
2019-01-27,43017,60,0,0,662,43739
2019-01-28,40473,65,0,6,432,40976
2019-01-29,37862,53,0,0,429,38344
2019-01-30,43167,58,0,42,443,43710
2019-01-31,45430,68,0,4,512,46014
2019-02-01,53207,99,0,7,642,53955
2019-02-02,52504,81,0,32,425,53042
2019-02-03,47376,84,0,11,491,47962
2019-02-04,44027,46,0,0,449,44522
2019-02-05,41474,93,0,15,455,42037
2019-02-06,43807,75,0,19,377,44278
2019-02-07,47694,66,0,9,582,48351
